Geneid	gene_name	SRR950087	SRR950082	SRR950086	SRR950085	SRR950080	SRR950078	SRR950079	SRR950083	SRR950081	SRR950084
ENSG00000165630	PRPF18	389	435	505	557	581	652	615	682	630	882
ENSG00000227474	RP11-295P9.2	0	4	2	0	4	6	2	0	1	2
ENSG00000239665	RP11-295P9.3	2291	987	1232	3330	1501	1797	3825	4073	3742	1938
ENSG00000151474	FRMD4A	2112	1297	1773	3305	2083	2275	3813	4087	3973	2677
ENSG00000273474	RP11-295P9.12	10	5	4	16	7	19	15	24	14	18
ENSG00000268549	RP11-295P9.8	24	57	28	45	86	96	65	92	52	104
ENSG00000222235	AL157392.1	0	0	0	0	0	1	0	0	2	0
ENSG00000225112	RP11-295P9.6	0	3	2	4	4	2	7	4	2	3
ENSG00000199407	RNA5SP301	0	0	2	3	0	1	2	2	0	1
ENSG00000234091	RP11-353M9.1	0	0	1	3	5	3	16	5	13	2
ENSG00000215227	RP11-308K19.2	0	0	0	2	0	0	2	0	5	0
ENSG00000229751	RP11-142M10.2	6	18	5	16	8	7	30	18	8	30
ENSG00000235410	RP11-397C18.2	1	2	0	20	1	0	11	21	20	1
ENSG00000266321	MIR4293	0	0	0	0	0	0	0	0	0	0
ENSG00000221371	MIR1265	0	0	0	0	0	0	0	0	0	0
ENSG00000065809	FAM107B	10182	4893	5529	14598	6624	7898	16744	18435	17063	9451
ENSG00000236495	RP11-7C6.1	0	0	0	0	0	0	0	0	0	0
ENSG00000201766	RNA5SP302	0	0	0	0	0	0	0	0	0	0
ENSG00000237032	RP11-398C13.2	0	2	0	0	0	0	2	0	0	0
ENSG00000185267	CDNF	76	159	184	108	219	258	139	130	117	399
ENSG00000187522	HSPA14	1815	3702	4462	2735	5344	6748	3319	3347	3420	7850
ENSG00000272853	RP11-398C13.6	102	69	120	143	128	70	142	197	166	167
ENSG00000152455	SUV39H2	509	2025	2242	833	2743	3431	910	998	904	4119
ENSG00000152457	DCLRE1C	636	1550	1550	1030	2139	2699	1214	1324	1221	3064
ENSG00000197889	MEIG1	29	24	16	26	15	21	34	42	55	26
ENSG00000235623	OR7E110P	0	0	0	0	0	0	0	2	0	0
ENSG00000228547	OR7E26P	8	0	2	14	2	0	13	12	14	0
ENSG00000182531	OR7E115P	0	0	0	4	2	2	8	7	1	0
ENSG00000237470	DCLRE1CP1	9	8	2	12	5	0	9	39	26	7
ENSG00000152463	OLAH	23	46	30	35	64	62	51	51	50	81
ENSG00000176244	ACBD7	1319	261	266	2369	444	470	2684	2863	2730	577
ENSG00000228312	GAPDHP45	0	0	0	1	0	0	1	0	2	4
ENSG00000176236	C10orf111	67	26	30	101	40	42	101	133	134	55
ENSG00000152464	RPP38	473	823	892	820	1126	1379	773	850	894	1711
ENSG00000152465	NMT2	2679	2077	2467	4342	3219	3695	4875	5197	5263	4641
ENSG00000206448	PPIAP30	2	6	0	11	7	14	12	10	5	11
ENSG00000228181	RP11-455B2.9	2	7	0	1	4	0	2	4	6	0
ENSG00000148468	FAM171A1	11089	3240	4193	16317	5232	5206	19476	20264	21350	6272
ENSG00000232739	RP11-25G10.2	20	11	2	53	19	25	40	35	58	19
ENSG00000077943	ITGA8	698	166	200	927	278	312	1061	1164	1156	389
ENSG00000148481	FAM188A	3510	1865	2254	4795	2434	3238	5516	6039	5611	3577
ENSG00000239130	snoU13	0	0	0	0	0	0	0	0	0	0
ENSG00000252537	SNORA31	0	0	0	0	0	0	0	0	0	0
ENSG00000237913	FTLP19	0	0	0	1	0	0	0	0	1	0
ENSG00000201260	RNU6-1075P	0	0	0	0	0	0	0	0	1	0
ENSG00000226140	RP11-461K13.1	1	0	0	0	1	0	3	0	0	0
ENSG00000238552	snoU13	0	0	0	0	0	0	0	0	0	0
ENSG00000165983	PTER	5997	1739	2107	7512	2392	3019	8657	9179	8861	3409
ENSG00000223156	RNU2-18P	0	0	0	0	2	1	0	0	0	0
ENSG00000165985	C1QL3	2781	54	69	3432	83	92	4371	4224	4232	104
ENSG00000148484	RSU1	2208	4370	4919	3246	6239	7500	3665	4194	3824	8763
ENSG00000225213	RP11-197M22.2	27	26	43	45	36	43	35	33	40	43
ENSG00000107611	CUBN	277	290	382	400	478	509	450	463	544	580
ENSG00000273153	RP11-406H21.2	18	13	10	18	4	15	18	12	34	14
ENSG00000107614	TRDMT1	768	878	935	1180	1053	1363	1327	1519	1401	1651
ENSG00000229124	VIM-AS1	18	249	277	17	355	452	13	28	31	611
ENSG00000026025	VIM	6439	83056	91753	9766	113233	143807	11117	11801	11293	177442
ENSG00000234961	RP11-124N14.3	0	0	0	0	0	1	0	0	0	0
ENSG00000148488	ST8SIA6	141	170	210	154	207	244	225	211	222	280
ENSG00000204832	ST8SIA6-AS1	12	165	216	7	293	330	3	10	10	353
ENSG00000251803	Y_RNA	0	1	0	0	6	2	2	1	0	2
ENSG00000236582	PRPF38AP2	0	6	8	4	10	14	3	12	10	22
ENSG00000165996	PTPLA	342	1267	1595	401	1750	2319	555	494	493	2806
ENSG00000260589	RP11-390B4.5	78	140	186	98	201	242	106	126	129	222
ENSG00000136738	STAM	3858	3154	4030	5740	4543	5480	6984	7544	6892	6484
ENSG00000251959	snoR442	0	1	0	1	2	3	0	2	1	0
ENSG00000229190	RP11-390B4.3	5	2	8	2	17	9	18	13	11	17
ENSG00000148483	TMEM236	0	10	20	2	14	14	2	0	4	23
ENSG00000183748	MRC1L1	32	0	2	36	6	20	46	56	68	2
ENSG00000207937	MIR511-1	0	0	0	0	0	0	0	0	0	0
ENSG00000184040	TMEM236	2	4	8	8	4	10	10	8	8	12
ENSG00000120586	MRC1	4	2	0	21	1	0	16	23	15	0
ENSG00000207938	MIR511-2	0	0	0	0	0	0	0	0	0	0
ENSG00000235637	RP11-457D2.3	0	0	0	0	0	0	0	0	0	0
ENSG00000148482	SLC39A12	1313	0	4	1835	0	5	2128	2257	2186	10
ENSG00000226083	SLC39A12-AS1	2	0	0	19	0	0	6	19	11	0
ENSG00000165995	CACNB2	4026	337	404	6129	489	616	7048	7144	7364	661
ENSG00000235020	RP11-109I13.2	8	4	2	8	1	4	15	25	15	3
ENSG00000240291	RP11-499P20.2	212	276	353	288	423	582	385	393	327	588
ENSG00000225527	RP11-383B4.4	23	19	14	40	31	48	59	58	57	45
ENSG00000241058	NSUN6	821	976	1123	1191	1277	1630	1297	1382	1324	2072
ENSG00000271786	RP11-139J15.7	0	0	0	0	0	0	0	0	0	1
ENSG00000152487	ARL5B-AS1	36	53	38	77	63	82	96	65	71	73
ENSG00000165997	ARL5B	3354	5656	8129	4057	7703	9824	4818	5416	4790	11183
ENSG00000225509	AIFM1P1	0	0	0	0	0	0	2	0	0	0
ENSG00000234244	RP11-139J15.5	0	0	0	0	0	0	0	0	0	0
ENSG00000234813	RP11-288D15.1	0	0	0	0	0	0	0	0	0	4
ENSG00000226255	UBE2V2P1	0	0	0	0	0	0	0	0	0	0
ENSG00000204740	MALRD1	34	91	112	34	188	161	34	48	42	199
ENSG00000227734	RP11-49L2.1	0	0	0	0	0	2	0	2	0	2
ENSG00000239539	HMGN1P20	0	0	0	0	0	0	0	0	0	0
ENSG00000236960	RP11-265G8.3	0	0	0	0	0	0	0	0	0	0
ENSG00000200545	U3	0	0	0	0	0	0	1	0	0	0
ENSG00000252001	RNA5SP303	0	0	0	0	0	0	0	0	0	0
ENSG00000233968	RP11-354E11.2	4	10	24	8	18	16	2	2	15	26
ENSG00000230818	MTND2P16	0	0	0	0	0	0	0	0	1	0
ENSG00000212072	AL353147.1	0	0	0	0	0	1	0	0	0	0
ENSG00000252832	RNU6-1212P	0	0	1	0	0	1	0	0	1	0
ENSG00000120594	PLXDC2	3704	400	492	5254	532	705	6272	6983	6477	741
ENSG00000238246	RP11-575A19.2	8	4	2	25	0	1	0	5	8	6
ENSG00000228339	AMD1P1	4	0	4	0	1	2	8	0	1	6
ENSG00000270727	RP11-51E20.1	0	0	0	0	2	2	0	0	0	0
ENSG00000265372	MIR4675	0	0	0	0	0	0	0	0	0	4
ENSG00000078114	NEBL	22488	1533	1948	30749	2229	2686	35740	38157	36172	3014
ENSG00000235940	MTND1P21	0	0	0	2	0	1	11	2	2	0
ENSG00000230112	RP11-56H7.2	0	0	0	0	0	0	0	0	2	0
ENSG00000228753	EIF4BP2	2	0	4	8	6	2	6	6	8	2
ENSG00000228219	NPM1P30	3	0	0	15	8	9	20	10	13	6
ENSG00000204683	C10orf113	6	0	0	8	1	2	12	7	8	0
ENSG00000231920	NEBL-AS1	73	4	10	42	6	1	54	41	46	2
ENSG00000228860	RP11-565H13.3	0	4	0	0	6	4	0	0	0	11
ENSG00000232853	LUZP4P1	0	3	2	0	0	3	0	0	0	1
ENSG00000207264	RNU6-15P	0	0	0	0	0	0	0	0	0	0
ENSG00000230109	RP11-275N1.1	0	4	0	0	2	2	0	0	0	1
ENSG00000231553	RNMTL1P1	0	0	0	0	0	0	0	0	0	0
ENSG00000199222	Y_RNA	0	0	0	0	0	0	0	0	0	1
ENSG00000251749	U3	2	2	2	4	0	1	8	1	0	1
ENSG00000204682	CASC10	468	336	534	661	414	480	663	752	719	616
ENSG00000222071	MIR1915	1	0	2	0	0	0	0	0	0	0
ENSG00000180592	SKIDA1	405	195	256	664	351	344	737	682	793	411
ENSG00000078403	MLLT10	2641	3849	4629	4024	5709	6872	4773	5043	4803	7568
ENSG00000207347	RNU6-306P	0	1	0	1	3	2	0	0	0	0
ENSG00000223984	HNRNPRP1	26	50	64	28	46	110	27	34	20	108
ENSG00000201390	RNU6-1141P	0	3	0	3	4	3	0	0	2	2
ENSG00000136770	DNAJC1	727	2176	2992	797	3102	3729	933	1053	992	4521
ENSG00000252634	RN7SKP219	0	6	0	0	0	4	0	1	2	2
ENSG00000203471	AL359697.1	0	0	0	0	0	0	0	0	0	0
ENSG00000201364	RN7SKP37	0	0	0	0	2	0	0	0	0	1
ENSG00000232497	ADIPOR1P1	0	0	0	0	0	0	0	0	0	0
ENSG00000236777	RP11-108B14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000223601	EBLN1	4	0	0	2	2	2	2	2	2	4
ENSG00000260205	RP11-108B14.5	2	0	0	2	0	0	2	2	4	0
ENSG00000227462	RP11-108B14.4	7	0	0	3	0	2	8	14	2	4
ENSG00000261671	RP11-573G6.6	73	4	2	94	4	4	118	154	135	11
ENSG00000233318	RP11-573G6.2	0	0	0	0	0	0	0	0	0	0
ENSG00000148444	COMMD3	900	962	1033	1304	1274	1750	1468	1606	1422	2137
ENSG00000269897	COMMD3-BMI1	0	0	0	0	0	0	0	0	0	0
ENSG00000168283	BMI1	5003	3319	4219	6176	4306	5780	7135	8048	7336	6855
ENSG00000272516	RP11-573G6.9	5	0	4	14	3	1	11	15	15	0
ENSG00000271981	RP11-573G6.8	0	0	0	0	0	0	0	0	0	0
ENSG00000272366	RP11-573G6.10	3	0	7	0	0	0	0	0	0	0
ENSG00000077327	SPAG6	184	8	11	256	10	13	349	360	351	19
ENSG00000233451	RP11-301N24.3	0	0	0	3	0	0	4	4	2	0
ENSG00000150867	PIP4K2A	25969	5818	7141	38239	8304	10118	44329	46893	45434	12046
ENSG00000206842	RNU6-413P	0	0	0	0	0	0	0	0	0	0
ENSG00000165309	ARMC3	92	15	10	142	5	10	177	182	192	20
ENSG00000223131	RNA5SP304	0	0	0	0	0	0	0	0	0	0
ENSG00000221221	AL139815.1	0	0	0	0	0	0	0	0	0	0
ENSG00000148450	MSRB2	1903	1458	1517	2979	2123	2511	3223	3636	3615	3021
ENSG00000229932	YWHAZP3	80	84	110	151	150	172	216	169	192	176
ENSG00000252049	SNORA40	0	0	0	0	0	0	0	0	2	0
ENSG00000168267	PTF1A	28	0	1	19	2	2	30	22	18	0
ENSG00000204566	C10orf115	8	0	0	7	0	0	26	23	12	0
ENSG00000227537	RP11-215C7.3	0	0	0	1	0	0	2	0	0	0
ENSG00000179133	C10orf67	33	6	6	50	20	8	30	37	49	15
ENSG00000224215	RP11-371A19.2	5	0	0	6	5	2	15	2	11	1
ENSG00000264574	MIR1254-2	0	0	0	0	0	0	0	0	0	0
ENSG00000238515	snoU13	0	0	0	0	0	0	0	0	0	0
ENSG00000165312	OTUD1	1410	756	989	1836	1038	1151	2210	2328	1991	1600
ENSG00000120549	KIAA1217	3444	2515	3188	5076	3963	4310	5901	5913	6354	5108
ENSG00000223928	RP11-183E9.2	0	0	0	2	0	0	2	2	2	0
ENSG00000207930	MIR603	0	0	0	0	1	1	0	2	0	3
ENSG00000269879	AL353583.1	1	0	1	0	0	2	0	0	2	2
ENSG00000107863	ARHGAP21	40106	7006	9072	59246	10493	12190	70841	74562	73038	13756
ENSG00000199535	RNA5SP305	3	8	2	1	0	2	1	6	1	10
ENSG00000099256	PRTFDC1	1283	577	685	1872	959	1031	2079	2407	2193	1295
ENSG00000228667	RP11-129O7.2	0	2	0	5	2	0	0	4	11	3
ENSG00000240294	RN7SKP241	0	3	0	0	2	4	0	1	0	3
ENSG00000273107	RP11-165A20.3	33	18	19	54	45	21	34	81	69	27
ENSG00000151023	ENKUR	314	23	36	447	32	43	507	539	460	64
ENSG00000185875	THNSL1	976	1177	1385	1500	1640	2123	1821	1915	1776	2476
ENSG00000266069	AL139821.1	0	0	0	0	0	0	0	0	0	0
ENSG00000231422	RP11-80K21.3	15	0	0	16	0	0	21	23	14	0
ENSG00000233642	GPR158-AS1	22	0	0	33	0	0	38	23	25	6
ENSG00000151025	GPR158	13912	298	341	18858	329	430	21942	23359	22326	507
ENSG00000222543	RN7SKP220	0	0	0	2	0	0	0	0	0	0
ENSG00000227465	GPN3P1	0	0	0	0	0	0	0	0	2	0
ENSG00000271563	HIRAP1	2	0	0	4	0	0	4	0	4	0
ENSG00000223019	RNA5SP306	0	0	0	0	0	0	0	0	0	0
ENSG00000251711	RNU6-632P	0	0	0	0	0	0	0	0	0	0
ENSG00000226304	RP11-435M3.2	0	0	0	0	0	0	0	0	0	0
ENSG00000095777	MYO3A	34	116	115	38	157	173	23	50	56	230
ENSG00000136750	GAD2	7442	6	12	9837	10	18	12133	12744	12462	30
ENSG00000077420	APBB1IP	625	1414	1870	712	1967	2453	807	912	831	3030
ENSG00000199733	RNA5SP307	0	0	1	0	0	0	0	3	0	1
ENSG00000236894	RP11-128B16.3	0	1	0	0	4	3	0	0	0	5
ENSG00000233261	LINC00264	11	0	9	3	9	8	7	4	6	9
ENSG00000231976	LINC00202-2	9	37	80	16	94	102	21	26	17	151
ENSG00000234296	RP13-16H11.7	0	0	0	0	0	0	0	0	0	0
ENSG00000227932	RP13-16H11.2	5	116	133	2	170	239	3	4	2	243
ENSG00000148459	PDSS1	304	1259	1381	487	1727	2178	637	555	534	2497
ENSG00000234788	HSPA8P3	2	13	9	13	39	25	8	8	7	36
ENSG00000235843	RP13-16H11.5	0	6	4	6	12	18	6	5	13	21
ENSG00000136754	ABI1	6925	4441	5511	10007	6720	8109	11686	12158	11970	9793
ENSG00000223027	SNORA57	0	0	2	1	5	4	0	0	2	1
ENSG00000206605	RNU6-946P	0	0	0	0	2	5	2	2	0	1
ENSG00000238414	snoU13	0	0	1	0	0	0	0	0	0	0
ENSG00000232224	LINC00202-1	547	86	80	868	124	140	1000	978	1041	147
ENSG00000236983	LINC00614	36	12	2	70	7	13	83	73	54	6
ENSG00000107890	ANKRD26	1880	1598	2287	2343	2235	2967	2774	2891	2700	3016
ENSG00000199855	RNU6-490P	0	0	0	0	4	3	0	1	2	2
ENSG00000136758	YME1L1	7277	16269	20208	10586	22889	28501	11626	12552	12160	32934
ENSG00000120539	MASTL	537	3807	4582	837	5287	6608	997	1034	910	7673
ENSG00000252639	RNU2-24P	2	0	1	3	0	0	2	0	0	5
ENSG00000107897	ACBD5	6323	3541	4233	8861	4833	5660	10055	10442	10480	6675
ENSG00000251839	RNU7-12P	1	0	0	0	0	1	0	3	0	0
ENSG00000263577	AL160291.1	0	0	0	4	2	0	2	0	0	3
ENSG00000262412	RP11-85G18.6	4	7	0	8	10	9	6	8	2	12
ENSG00000230445	LRRC37A6P	131	63	77	226	131	115	290	297	325	140
ENSG00000238021	ARMC4P1	7	7	2	7	2	1	11	5	4	3
ENSG00000200369	RNU6-666P	0	0	0	0	0	0	0	0	2	0
ENSG00000215409	RP11-748L13.2	0	0	0	10	0	1	5	5	2	0
ENSG00000207135	RNU6-452P	0	0	0	2	0	0	0	0	0	0
ENSG00000260151	RP11-748L13.6	0	0	2	0	0	0	6	10	0	0
ENSG00000213770	FAM210CP	0	0	1	0	0	0	0	2	4	0
ENSG00000237956	TRIAP1P1	0	0	0	0	0	0	1	0	0	0
ENSG00000182077	PTCHD3	2	2	2	6	0	2	2	4	2	2
ENSG00000099246	RAB18	10548	4812	6209	14023	6806	8530	15522	17564	16575	10225
ENSG00000150051	MKX	679	110	154	986	140	208	1098	1156	1086	227
ENSG00000230500	RP11-360I20.2	4	0	6	4	8	4	15	7	13	4
ENSG00000169126	ARMC4	48	314	389	80	432	540	109	90	92	624
ENSG00000251810	RN7SKP132	0	0	0	0	0	0	0	0	0	0
ENSG00000226016	RPL36AP55	0	1	0	0	0	2	0	1	0	0
ENSG00000233472	RP11-218D6.4	2	0	0	5	2	5	0	6	1	0
ENSG00000226395	RP11-218D6.3	0	0	0	0	0	0	0	0	0	0
ENSG00000150054	MPP7	1925	700	822	2730	1020	1183	3179	3438	3100	1335
ENSG00000222374	AC022021.1	0	0	0	0	0	0	0	1	2	0
ENSG00000237746	ZNF101P1	0	0	0	0	0	0	0	0	0	0
ENSG00000222666	U3	0	0	0	0	0	0	0	0	2	0
ENSG00000237128	RP11-351M16.3	1	0	0	4	1	0	0	0	2	2
ENSG00000224439	RP11-351M16.1	0	0	2	0	0	0	0	0	0	0
ENSG00000222705	RN7SKP39	0	0	0	0	0	0	0	0	0	0
ENSG00000254635	WAC-AS1	3112	1664	2031	4281	2245	2758	4813	5369	5011	3445
ENSG00000095787	WAC	24506	12747	16588	34065	18822	22268	39962	41663	40662	26525
ENSG00000252401	RNU4ATAC6P	0	0	0	0	0	0	0	0	0	0
ENSG00000231911	TPRKBP1	0	0	0	0	0	0	0	0	0	0
ENSG00000207483	RNU6-1067P	0	0	0	0	0	0	0	0	0	1
ENSG00000095739	BAMBI	904	9760	11947	1302	14408	17744	1510	1626	1431	21405
ENSG00000236716	RP11-478H13.1	0	2	2	0	0	0	0	0	0	4
ENSG00000201001	RNU6-270P	0	0	0	0	0	0	0	0	0	0
ENSG00000235824	LINC00837	0	4	2	0	2	11	0	0	0	10
ENSG00000232624	RP11-478H13.3	0	2	0	0	0	0	0	2	0	2
ENSG00000271220	RP11-478H13.4	0	1	3	0	3	0	0	0	1	4
ENSG00000204365	C10orf126	3	21	42	0	42	42	2	2	0	42
ENSG00000199402	RNA5SP308	0	0	0	0	0	0	0	0	0	2
ENSG00000229605	RP11-492M23.2	4	24	35	14	42	184	20	12	26	171
ENSG00000120563	LYZL1	0	2	0	0	1	6	0	0	0	4
ENSG00000224597	PTCHD3P1	1557	1039	1163	2499	1689	1674	2853	3196	3074	2105
ENSG00000197321	SVIL	980	4353	5356	1732	6729	6965	1940	2170	2137	8073
ENSG00000207612	MIR604	2	4	0	0	8	7	7	1	4	3
ENSG00000212411	SNORD115	0	0	1	2	1	0	0	0	0	0
ENSG00000216035	MIR938	2	0	2	0	1	3	0	0	0	3
ENSG00000225976	RP11-192N10.2	1	24	18	4	18	18	0	6	1	43
ENSG00000222092	RNU6-908P	0	0	0	0	2	1	0	0	0	0
ENSG00000237936	RP11-224P11.1	0	0	0	0	0	0	0	0	0	1
ENSG00000165757	KIAA1462	4610	1744	2048	6789	2517	2500	7938	8165	8249	3210
ENSG00000200887	RNU6-598P	0	0	1	0	0	0	0	2	0	0
ENSG00000230125	EEF1A1P39	0	0	1	2	0	0	0	1	0	0
ENSG00000259994	RP11-305E6.4	489	335	411	831	397	577	900	951	859	584
ENSG00000107951	MTPAP	1504	3531	3778	3075	4853	6212	3417	3658	3462	7443
ENSG00000250833	DNM1P17	0	0	0	0	0	0	0	2	0	2
ENSG00000241621	GOLGA2P6	0	0	0	0	0	0	0	0	0	0
ENSG00000220997	AL161651.1	0	0	0	0	0	0	0	0	0	0
ENSG00000239625	RN7SL241P	0	0	0	0	0	0	0	0	0	0
ENSG00000214434	NIFKP1	0	0	0	0	0	0	2	0	0	0
ENSG00000235679	RP11-449I17.9	0	0	0	0	0	2	0	0	0	0
ENSG00000224473	RP11-449I17.5	0	3	0	2	0	0	0	0	0	2
ENSG00000107968	MAP3K8	293	617	731	399	973	1147	457	492	497	1284
ENSG00000213778	HNRNPA1P32	0	0	0	0	0	0	0	0	0	0
ENSG00000228800	RP11-253D19.1	0	0	2	0	0	0	1	2	0	0
ENSG00000239744	RN7SL63P	0	0	0	0	0	0	0	0	0	0
ENSG00000230298	RP11-253D19.2	0	0	0	0	0	0	0	0	0	0
ENSG00000151033	LYZL2	0	0	2	0	10	12	0	0	0	12
ENSG00000230998	RP11-14C22.3	0	0	0	0	0	0	0	0	0	0
ENSG00000234814	SVILP1	10	60	66	18	88	106	35	36	21	97
ENSG00000230720	RP11-14C22.6	0	0	0	0	0	0	0	0	0	0
ENSG00000183621	ZNF438	659	489	479	1068	593	774	1099	1068	1204	932
ENSG00000272914	RP11-330O11.3	37	4	10	80	26	19	82	65	82	26
ENSG00000237135	DDX10P1	6	2	9	17	2	18	17	8	17	14
ENSG00000263578	AL359546.1	0	0	0	0	0	0	0	0	0	0
ENSG00000272381	RP11-192P3.4	8	4	2	19	4	0	23	14	14	0
ENSG00000237036	ZEB1-AS1	457	682	877	585	1015	1239	612	728	641	1426
ENSG00000252479	RNA5SP309	0	0	0	0	0	0	0	1	1	0
ENSG00000148516	ZEB1	6322	3339	4215	8817	4595	5613	10227	11139	10695	6356
ENSG00000230397	SPTLC1P1	54	76	56	78	93	114	53	93	69	135
ENSG00000196960	RP11-192P3.5	12	50	20	37	53	46	27	23	42	31
ENSG00000223834	RP11-472N13.2	1	3	6	12	3	2	5	4	9	7
ENSG00000231855	GLUDP5	0	0	0	0	0	0	0	0	0	0
ENSG00000237797	RP11-472N13.3	27	17	20	18	32	26	29	23	47	36
ENSG00000222412	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000165322	ARHGAP12	4708	3261	4031	6552	4460	5736	7378	7726	7734	6325
ENSG00000231148	HMGB1P7	0	1	0	0	0	4	4	3	7	5
ENSG00000230240	RP11-241I20.1	0	0	0	2	2	0	1	0	0	5
ENSG00000239731	RN7SL825P	3	2	3	1	0	5	0	2	1	4
ENSG00000170759	KIF5B	21019	15416	21720	27401	22299	28009	32081	34062	32179	31558
ENSG00000206660	Y_RNA	0	0	0	1	3	1	2	0	2	1
ENSG00000234335	RPS4XP11	16	52	54	6	74	114	30	16	10	112
ENSG00000235113	RP11-241I20.4	0	0	0	0	0	2	0	1	0	4
ENSG00000234811	RP11-241I20.5	0	0	0	0	0	0	0	0	0	2
ENSG00000252482	RNU7-22P	0	0	0	0	0	0	0	0	0	0
ENSG00000217094	PPIAP31	230	536	460	322	665	871	393	393	393	1125
ENSG00000233190	RPS24P13	0	0	0	0	0	0	0	0	0	4
ENSG00000227253	RP11-166N17.1	18	4	4	28	10	4	39	27	30	11
ENSG00000120616	EPC1	2748	1852	2305	4125	2840	3525	4830	5105	4871	3835
ENSG00000226842	RP11-166N17.3	1	1	0	5	0	4	5	6	9	5
ENSG00000233825	RP11-135A24.4	1	2	9	0	1	3	1	0	0	4
ENSG00000222309	AL391839.1	0	0	0	0	0	0	0	0	0	0
ENSG00000229327	RP11-135A24.2	0	2	0	2	0	4	0	7	6	8
ENSG00000200484	RNU6-1244P	0	0	0	0	0	0	0	0	0	0
ENSG00000216937	CCDC7	168	160	205	267	188	269	327	361	342	308
ENSG00000231245	C1DP1	34	47	34	35	57	64	47	43	45	64
ENSG00000150076	C10ORF68	103	46	65	94	49	97	132	144	143	78
ENSG00000273038	RP11-479G22.8	119	509	585	179	872	889	230	186	196	1090
ENSG00000150093	ITGB1	6145	29915	40354	8355	42623	51626	9402	10234	9960	59439
ENSG00000228816	AK3P5	2	8	4	2	12	22	4	10	10	23
ENSG00000229656	RP11-462L8.1	16	23	14	21	24	52	22	28	14	57
ENSG00000234163	RP11-479G22.6	0	0	0	0	0	2	0	0	0	0
ENSG00000265319	RN7SL847P	0	0	0	0	0	0	0	0	0	0
ENSG00000229878	RP11-479G22.7	0	0	0	0	0	0	0	0	0	0
ENSG00000235962	RP11-462L8.2	0	0	0	0	0	2	0	2	0	2
ENSG00000233387	RP11-342D11.3	0	0	0	0	0	0	0	0	0	0
ENSG00000263576	AL121748.1	0	0	0	0	0	0	0	0	0	0
ENSG00000099250	NRP1	1637	3851	4588	2496	5394	6943	2701	2695	2683	7836
ENSG00000238258	RP11-342D11.2	0	5	0	0	0	7	0	3	0	2
ENSG00000244356	RN7SL398P	0	0	0	0	0	2	2	8	0	0
ENSG00000273012	RP11-90B22.1	0	2	2	0	4	3	0	0	0	3
ENSG00000226412	RP11-476F14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000203565	RP13-259N13.2	6	0	0	3	0	0	13	4	2	1
ENSG00000261683	LINC00838	0	0	0	0	0	0	0	0	0	0
ENSG00000226407	RPL23P11	2	0	0	0	0	0	0	0	0	0
ENSG00000223470	RP11-490O24.2	0	0	0	0	0	0	0	0	0	0
ENSG00000148498	PARD3	1060	4616	5662	1480	6731	7948	1773	1814	1818	9258
ENSG00000199200	Y_RNA	0	1	0	0	2	4	0	0	0	0
ENSG00000234167	TCEB2P4	0	2	2	0	2	0	0	0	0	4
ENSG00000229235	RP11-8L18.3	0	6	2	0	12	7	0	3	0	9
ENSG00000215184	RP11-8L18.2	0	8	3	2	7	8	2	2	0	25
ENSG00000226386	PARD3-AS1	3	20	42	7	28	31	8	6	6	40
ENSG00000232525	SS18L2P1	0	0	0	0	0	0	0	0	0	0
ENSG00000223047	RNU6-847P	0	0	0	0	0	0	0	0	0	0
ENSG00000222909	RNU6-193P	0	0	0	0	0	0	0	0	0	0
ENSG00000213724	PRDX2P2	0	0	0	0	4	0	0	0	0	0
ENSG00000108094	CUL2	3840	4042	4904	5573	5526	6752	5937	6701	6206	8299
ENSG00000266228	MIR3611	0	0	0	0	1	0	2	2	0	2
ENSG00000230534	RP11-297A16.2	4	6	4	10	4	7	19	10	25	7
ENSG00000095794	CREM	1526	2630	3110	2180	3859	4534	2552	2845	2654	5586
ENSG00000253054	RNU7-77P	0	0	0	0	3	0	4	0	0	1
ENSG00000233343	ATP6V1G1P4	2	4	0	11	6	14	6	5	6	0
ENSG00000269952	RP11-324I22.3	13	38	52	29	57	62	25	26	20	63
ENSG00000233200	RP11-324I22.2	12	1	0	14	7	0	16	7	9	3
ENSG00000253070	RNU6-794P	0	0	0	0	0	0	3	0	0	0
ENSG00000108100	CCNY	7562	7238	8680	11530	10464	11767	13592	14024	13803	14000
ENSG00000200097	RNU6-1167P	0	0	0	0	0	0	0	0	2	0
ENSG00000271335	RP11-324I22.4	186	231	286	309	383	380	277	309	263	536
ENSG00000177291	GJD4	33	3	2	38	1	8	30	37	38	0
ENSG00000273312	RP11-425A6.5	9	2	3	36	0	2	29	30	26	9
ENSG00000177283	FZD8	344	1024	1497	349	1517	1529	419	464	419	1959
ENSG00000264780	MIR4683	0	0	0	0	0	0	0	0	0	0
ENSG00000226646	RPL7P37	0	2	0	0	0	0	0	0	0	2
ENSG00000227313	RP11-309N24.1	0	0	0	0	2	0	0	0	0	2
ENSG00000227475	RP11-810B23.1	0	4	0	0	0	2	2	0	0	0
ENSG00000236626	MTND5P17	0	0	0	0	0	0	0	0	0	0
ENSG00000228694	MTND4P18	0	0	0	0	0	0	0	0	0	0
