gene_id	gene_name	flight1	flight2	flight3	ground1	ground2	ground3
AT1G20850	XCP2	74.225659	55.325389	57.756783	53.595305	86.673	54.159562
AT1G20860	PHT1-8	1.84418	6.824358	1.978564	8.169045	3.085691	7.45237
AT1G20870	IDM3	0.368493	0.519701	0	0.259434	0.361269	0.462585
AT1G20875	AT1G20875	0	0	0	0	0	0
AT1G20880	AT1G20880	10.528532	12.316066	13.396876	7.001214	8.510764	9.13059
AT1G20890	AT1G20890	5.735202	13.312181	10.646792	7.543144	9.544376	10.016159
AT1G20900	AHL27	53.266374	42.432796	51.447212	38.37046	37.340535	38.188445
AT1G20910	ARID6	8.034755	9.1578	8.465221	11.144325	9.93781	8.00194
AT1G20920	RH42	16.928562	13.536519	12.549088	13.446558	13.979907	11.120114
AT1G20925	AT1G20925	0	0	0	0	0	0.118639
AT1G20930	CDKB2-2	22.519443	15.325126	22.925681	27.848917	22.413687	26.888876
AT1G20940	AT1G20940	0	0	0	0	0	0
AT1G20950	PFP-ALPHA1	65.265052	64.611983	60.023448	112.596682	84.290349	90.119483
AT1G20960	emb1507	31.620589	30.366798	26.711724	33.152053	32.896219	27.997959
AT1G20967	AT1G20967	0	0	0	0	0	0
AT1G20970	AT1G20970	35.373416	34.026365	29.803411	28.294743	31.240076	27.628326
AT1G20980	SPL14	26.55015	31.23521	28.746883	27.991301	29.180658	28.532134
AT1G20990	AT1G20990	2.157884	5.659309	1.658105	3.830113	3.538807	2.826903
AT1G21000	AT1G21000	105.379634	135.223306	134.73768	43.125517	61.20289	51.378187
AT1G21010	AT1G21010	13.634099	19.709875	19.544995	25.673076	29.699259	23.372646
AT1G21020	AT1G21020	0	0	0	0	0	0
AT1G21040	AT1G21040	0	0	0	0	0	0
AT1G21050	AT1G21050	77.659169	68.218062	76.442824	39.73523	43.145243	51.260662
AT1G21060	AT1G21060	1.069747	0.677954	1.425854	2.05912	1.492146	2.372689
AT1G21065	AT1G21065	34.002158	43.492516	39.725251	39.69973	31.564413	32.852849
AT1G21070	AT1G21070	6.097987	4.848397	6.11811	7.30562	4.334168	6.066489
AT1G21080	AT1G21080	71.381649	65.526241	65.612709	55.162651	66.797663	59.386663
AT1G21090	AT1G21090	20.537413	23.177835	21.092858	15.150654	13.819532	13.705621
AT1G21100	AT1G21100	168.241319	184.39301	159.231933	28.910321	80.955122	74.155068
AT1G21110	AT1G21110	94.148912	124.768347	108.397413	64.688771	124.423555	108.158545
AT1G21120	AT1G21120	6.187328	7.551074	7.881462	1.859128	6.297577	4.01311
AT1G21130	AT1G21130	5.04379	7.592275	6.273085	3.276439	5.76351	4.793583
AT1G21140	AT1G21140	31.520838	23.583732	35.607975	44.777688	31.32216	23.837568
AT1G21150	AT1G21150	1.427304	0.283178	0.761308	1.472635	0.917981	0.845003
AT1G21160	AT1G21160	8.818218	10.761409	10.280598	10.658354	10.415236	10.648909
AT1G21170	SEC5B	12.076931	11.136368	9.692058	13.427446	13.100621	9.770524
AT1G21190	LSM3A	50.441933	62.260246	50.850533	76.420641	58.530805	75.035988
AT1G21200	AT1G21200	17.291339	14.218219	15.562156	13.230279	14.224565	15.863616
AT1G21202	MIR781A	0	0	0	0	0	0
AT1G21210	WAK4	2.230833	0.871646	3.63536	1.629387	4.582628	2.857593
AT1G21220	AT1G21220	6.885282	6.703022	5.083351	7.018487	6.399913	6.751044
AT1G21230	WAK5	0.647779	0.372629	1.535096	0.47215	2.01668	0.962437
AT1G21240	WAK3	0	0	0	0	0	0
AT1G21245	AT1G21245	0	0	0	0	0	0
AT1G21250	WAK1	0.141379	0	0	0.007444	0.131549	0.016301
AT1G21260	AT1G21260	0.824032	2.383002	1.514703	4.301821	2.564742	3.383846
AT1G21270	WAK2	0	0	0.117744	0.537134	0.095861	0.106907
AT1G21280	AT1G21280	7.001422	4.754928	8.99678	10.63476	5.389369	8.150841
AT1G21281	AT1G21281	0	0	0	0	0	0
AT1G21286	AT1G21286	0	0	0	0	0	0
AT1G21290	AT1G21290	0	0	0	0	0	0
AT1G21300	AT1G21300	0	0	0	0	0	0
AT1G21310	EXT3	4342.343566	3209.466522	3973.53439	2947.984126	4446.44145	3336.260769
AT1G21320	AT1G21320	0.425741	0.883554	1.395121	0.915018	0.9038	0.447972
AT1G21323	AT1G21323	0	0	0	0	0	0
AT1G21326	AT1G21326	2.814826	1.147048	2.870599	1.368868	1.14104	0.508482
AT1G21327	AT1G21327	0	0	0	0	0	0
AT1G21330	AT1G21330	0	0	0	0	0	0
AT1G21340	DOF1.2	0	0	0.191309	1.3076	0.904727	0.672411
AT1G21350	AT1G21350	3.732216	6.787012	1.48191	4.5213	3.156531	5.88082
AT1G21360	GLTP2	20.083851	34.642528	24.063661	10.658969	15.492273	15.094429
AT1G21370	AT1G21370	23.105662	21.587409	21.921604	24.779182	20.804038	22.139985
AT1G21380	AT1G21380	64.513265	67.11334	61.711276	49.900878	57.273599	55.802047
AT1G21390	emb2170	24.283024	27.492115	18.084635	19.58062	21.953931	20.316018
AT1G21395	AT1G21395	0	0	0	0	0	0
AT1G21400	F24J8.4	27.74817	12.339081	27.50375	0.063646	1.701115	1.03269
AT1G21410	SKP2A	14.577822	21.460339	12.671431	8.083734	11.414693	9.564553
AT1G21420	AT1G21420	0	0	0	0	0	0
AT1G21430	YUC11	0	0	0	0	0	0
AT1G21440	AT1G21440	81.252771	35.470761	96.428315	91.390466	70.238306	67.424514
AT1G21450	SCL1	43.86035	48.263677	53.474802	21.939223	26.400095	24.330006
AT1G21460	SWEET1	0.338362	0.027153	0.053794	0.169286	0.566948	0.105378
AT1G21470	AT1G21470	0	0	0	0	0	0
AT1G21475	AT1G21475	0	0	0	0	0	0
AT1G21480	AT1G21480	16.05508	14.056818	13.870784	15.946028	10.840964	12.407595
AT1G21490	AT1G21490	0	0	0	0	0	0
AT1G21500	AT1G21500	3.874351	0.683314	1.343087	1.508119	1.607833	0.974185
AT1G21510	AT1G21510	2.412736	1.123859	3.234081	3.705998	2.396429	1.837376
AT1G21520	AT1G21520	4.397081	4.108299	5.794376	0.525433	2.502084	2.575746
AT1G21525	AT1G21525	0.295596	0	2.170277	1.651013	1.8806	1.198483
AT1G21528	AT1G21528	0	0	0	0	0	0
AT1G21529	AT1G21529	0	0	0	0	0	0
AT1G21530	AEE10	0.155169	0.334469	0.129553	0.636655	0.764082	0.298244
AT1G21540	AEE9	0.079575	0	0	0.011373	0	0
AT1G21550	CML44	2.96275	10.135249	2.210481	10.149163	2.90344	11.69746
AT1G21560	AT1G21560	9.437542	10.227807	8.922043	14.796717	15.245733	14.24635
AT1G21580	AT1G21580	12.208715	10.327064	11.867187	8.379758	11.67987	10.016824
AT1G21590	AT1G21590	11.237917	12.870229	9.364894	8.366014	10.285586	10.425961
AT1G21600	PTAC6	23.015612	9.066117	16.954441	20.538351	28.681195	17.623811
AT1G21610	AT1G21610	14.256169	11.995527	13.132542	9.198307	14.636345	10.021518
AT1G21620	APUM20	0	0	0	0	0	0
AT1G21630	AT1G21630	34.451568	32.259432	28.845684	30.108677	29.708632	27.312114
AT1G21640	NADK2	9.207322	9.38723	10.973079	9.487416	9.893263	8.10767
AT1G21650	SECA2	3.361431	2.797794	3.11327	4.870916	3.289868	3.404685
AT1G21651	AT1G21651	9.298208	10.943392	10.668372	8.177837	9.720175	11.566099
AT1G21660	AT1G21660	39.320444	44.880421	34.127937	40.365084	43.494449	42.856958
AT1G21670	AT1G21670	6.23881	7.721886	6.639579	3.977442	5.384412	5.470449
AT1G21680	AT1G21680	42.038724	34.179949	40.805875	9.088736	24.961014	15.087428
AT1G21690	RFC4	14.928068	14.332636	15.822063	18.105244	13.280243	15.507693
AT1G21695	AT1G21695	0.949047	2.525878	3.390836	1.949266	0.768764	1.71465
AT1G21700	SWI3C	13.087445	12.4566	12.972003	13.767518	12.762088	15.146582
AT1G21710	OGG1	11.203036	10.251681	11.902771	12.691544	15.527393	12.118934
AT1G21720	PBC1	116.727848	109.350457	122.473938	134.305964	102.603192	127.530244
AT1G21722	AT1G21722	0	0	0	0.162777	0	0
AT1G21730	AT1G21730	15.73027	9.533953	15.532218	9.369025	10.372517	7.627041
AT1G21738	AT1G21738	0	0	0	0	0	0
AT1G21740	AT1G21740	4.792815	5.349458	4.344369	7.606528	4.996384	4.947964
AT1G21750	PDIL1-1	156.853041	146.13605	145.37652	213.110942	157.446499	166.212819
AT1G21760	SKIP32	27.852762	25.139741	27.662673	18.241994	22.372959	21.966446
AT1G21770	AT1G21770	219.813249	303.967583	267.301181	179.907797	242.906696	233.841624
AT1G21780	AT1G21780	49.019615	65.714837	61.797871	39.25718	41.885152	53.433382
AT1G21790	AT1G21790	12.798884	14.500222	15.378108	11.602981	9.75086	7.249564
AT1G21800	AT1G21800	0	0	0	0	0	0
AT1G21810	FPP2	0.497556	1.001958	0.487458	3.106076	2.021667	2.058569
AT1G21830	AT1G21830	7.130891	6.0143	12.312659	5.475905	5.870747	7.257373
AT1G21835	AT1G21835	0	0	0	0	0	0
AT1G21840	UREF	2.889437	3.996154	4.275427	5.470322	3.533005	5.839255
AT1G21850	sks8	0	0	0	0	0	0
AT1G21860	sks7	0	0.252157	0	0.119265	0.058443	0
AT1G21864	AT1G21864	0	0	0	0	0	0
AT1G21866	AT1G21866	0	0	0	0	0	0
AT1G21870	GONST5	0	0	0	0	0	0
AT1G21880	LYM1	12.242763	13.61982	12.349458	22.622311	16.716537	17.73786
AT1G21890	AT1G21890	0.325474	0.381222	0.691674	0.429246	1.04396	1.131908
AT1G21900	AT1G21900	101.223976	90.746463	110.370828	104.838458	100.051309	110.62635
AT1G21910	ERF012	10.063235	4.775416	5.799479	13.610918	13.779595	12.111472
AT1G21920	AT1G21920	87.734713	102.787819	102.402084	33.450349	46.359369	42.374086
AT1G21925	AT1G21925	0	0	0	0	0	0
AT1G21928	AT1G21928	0	0	0	0	0	0
AT1G21930	AT1G21930	89.091115	90.380751	96.594789	68.023924	61.744908	78.244164
AT1G21940	AT1G21940	0	0	0	0	0	0
AT1G21945	AT1G21945	0.044275	0	0.169991	0	0	0.096917
AT1G21950	AT1G21950	0	0	0	0	0	0
AT1G21960	AT1G21960	0	0	0	0	0	0
AT1G21970	NFYB9	0	0	0	0	0	0
AT1G21973	AT1G21973	0	0	0	0	0	0
AT1G21975	AT1G21975	0	0	0	0	0	0
AT1G21980	PIP5K1	27.072236	28.992468	25.014538	24.053976	25.376	26.150506
AT1G21990	AT1G21990	0.710816	0	0.175829	0	0.441083	0.276158
AT1G22000	AT1G22000	0	0	0	0	0	0
AT1G22010	AT1G22010	0	0	0	0	0	0
AT1G22015	B3GALT5	0	0	0	0	0	0
AT1G22020	SHM6	23.853267	25.942586	24.824904	20.274201	20.420011	22.144719
AT1G22030	AT1G22030	33.58697	31.508898	26.281679	27.881736	33.213112	31.145547
AT1G22040	AT1G22040	17.972707	15.539242	20.832459	14.699091	15.922364	14.454872
AT1G22050	MUB6	13.135484	15.979874	17.50255	19.236653	19.111479	15.650464
AT1G22060	AT1G22060	9.257672	7.219595	6.763173	9.724626	9.681809	8.426504
AT1G22065	AT1G22065	146.171237	224.700597	121.999916	158.335117	145.757163	144.128803
AT1G22067	AT1G22067	0	0	0	0	0	0
AT1G22070	TGA3	25.639789	12.738663	23.188874	23.323923	34.087408	28.138894
AT1G22080	AT1G22080	0.237896	0.10652	0	0.226104	0	0.06506
AT1G22090	EMB2204	0	0	0	0	0	0
AT1G22100	AT1G22100	0.155364	0.05223	0	0	0	0
AT1G22110	AT1G22110	0.750491	0.671704	1.147449	0.300325	0.736556	0.898096
AT1G22120	AT1G22120	0	0	0	0	0	0
AT1G22130	AGL104	0	0	0	0	0	0
AT1G22140	AT1G22140	37.47704	40.724417	42.028998	43.121764	47.959762	58.519941
AT1G22150	SULTR1	0	0.129285	0	1.765416	0.711206	1.115019
AT1G22160	AT1G22160	13.737138	16.922375	5.661952	7.69475	5.194582	7.883299
AT1G22170	AT1G22170	7.225261	7.919499	5.24982	32.919447	20.443627	36.489113
AT1G22180	AT1G22180	21.830188	24.771913	29.446503	30.178972	28.208613	31.550759
AT1G22190	RAP2-13	74.191093	147.345891	89.90432	69.194232	60.97246	84.298244
AT1G22200	AT1G22200	34.56644	32.580078	29.63604	39.300904	32.413389	33.206436
AT1G22210	TPPC	0	0	0	0	0	0
AT1G22220	AT1G22220	4.718998	6.472463	4.16791	14.986787	15.428415	12.97232
AT1G22230	AT1G22230	28.275578	32.694066	24.822696	20.446162	30.963166	27.467854
AT1G22240	APUM8	0	0	0.06214	0	0	0
AT1G22250	AT1G22250	0.483479	0.798558	3.227614	0.161263	0.707125	0.665788
AT1G22260	ZYP1A	0.106762	0.41764	0.371465	0.540692	0.501465	0.46056
AT1G22270	AT1G22270	54.698247	64.471149	60.387457	71.667191	72.155708	67.200029
AT1G22275	ZYP1B	1.773585	0.845213	1.607308	0.660194	1.002801	0.670261
AT1G22280	PAPP2C	48.760208	42.14473	51.398531	34.986986	38.628552	45.180567
AT1G22290	AT1G22290	0	1.780848	0	0	0.922452	0
AT1G22300	GRF10	468.289141	450.089719	460.397458	601.599077	521.24278	598.050817
AT1G22310	MBD8	7.222969	5.55588	6.89389	6.56863	6.121404	6.951335
AT1G22320	AT1G22320	0	0	0	0	0	0
AT1G22330	AT1G22330	9.276583	7.98517	7.399807	8.280328	5.431666	4.760794
AT1G22340	UGT85A7	0	0.167271	0.282522	0.448108	0.241418	0.293711
AT1G22350	AT1G22350	4.093996	4.037393	1.970001	2.66896	3.748793	3.191523
AT1G22360	UGT85A2	52.602807	57.183294	61.300075	50.508617	52.684287	42.684337
AT1G22370	UGT85A5	0.399902	0.563277	0.881764	0.745673	0.313485	0.436662
AT1G22380	UGT85A3	0	0	0	0	0.019698	0.175741
AT1G22400	UGT85A1	3.675522	4.046225	4.66456	2.659848	2.397277	1.768937
AT1G22403	AT1G22403	2.93867	6.026202	4.884775	8.499024	3.865767	5.856715
AT1G22410	AT1G22410	219.946984	205.883029	215.458471	349.536056	301.283453	323.861029
AT1G22420	AT1G22420	0	0	0	0	0	0
AT1G22430	AT1G22430	10.732579	14.385748	11.542454	9.821194	15.888543	13.925242
AT1G22440	AT1G22440	94.33205	132.518846	98.879284	107.047019	106.157511	113.058259
AT1G22450	COX6B-1	171.824375	165.482272	150.334078	176.5658	141.929885	148.369511
AT1G22460	AT1G22460	0.973541	2.722713	0.72618	2.084263	1.06065	1.77963
AT1G22470	AT1G22470	27.852347	23.935023	27.549145	37.576057	31.610729	31.682992
AT1G22480	AT1G22480	0.108496	0.243999	0.362205	0.108566	0.317861	0
AT1G22490	BHLH94	1.054199	1.330297	0.188577	1.130118	1.354477	1.500262
AT1G22500	ATL15	53.818498	24.344204	68.495357	22.878172	42.545764	32.222155
AT1G22510	AT1G22510	14.375433	15.753381	17.751876	17.791302	12.995399	15.669661
AT1G22520	AT1G22520	59.876001	65.94549	69.522975	102.105215	77.305344	100.687214
AT1G22530	PATL2	105.227678	90.525411	98.428094	86.265391	85.467958	110.710238
AT1G22540	NPF5.10	11.126824	9.468558	9.657083	8.889192	11.76351	12.607454
AT1G22550	NPF5.16	8.519846	12.881396	8.871701	19.374977	17.913783	21.029423
AT1G22560	AT1G22560	0	0	0.005144	0	0	0.030389
AT1G22570	NPF5.15	2.71227	3.638383	2.921974	4.351642	3.199337	3.759372
AT1G22580	AT1G22580	0	0	0	0	0	0
AT1G22590	AGL87	0.618809	0	1.29082	0	0.508028	0.503132
AT1G22600	AT1G22600	0.0985	0.220815	0.073094	0.049275	0	0
AT1G22610	AT1G22610	14.757226	18.31425	15.173121	14.28938	14.549858	14.064915
AT1G22620	SAC1	14.222718	14.062017	16.629209	9.205677	13.598753	9.834095
AT1G22630	AT1G22630	0	2.074966	1.151281	0.517319	0.54752	0.40591
AT1G22640	MYB3	18.68429	33.010961	26.942523	22.306685	18.951687	27.98824
AT1G22650	INVD	1.753692	2.025164	2.039373	4.816416	4.734252	3.055423
AT1G22651	AT1G22651	0	0	0	0	0	0
AT1G22660	AT1G22660	6.045579	7.132969	5.790286	7.614337	6.579676	7.484378
AT1G22670	RMR3	0.213802	0	0	0	0.078509	0.11674
AT1G22680	AT1G22680	0.111355	0	0.371856	0.095495	0	0.33025
AT1G22690	GASA9	1.565922	0	1.048337	0	0.785018	0.384243
AT1G22700	AT1G22700	16.181053	17.79886	20.943742	12.379366	15.342334	17.587023
AT1G22710	SUC2	32.89244	25.197146	43.107055	12.234037	21.41521	12.315414
AT1G22720	AT1G22720	0	0	0	0	0	0
AT1G22730	AT1G22730	24.112994	25.092434	22.523436	20.40904	18.875916	16.985418
AT1G22740	RABG3B	19.041326	16.32567	21.920054	16.554975	17.447445	17.368722
AT1G22750	AT1G22750	37.933158	43.977141	35.905846	49.034528	52.983451	55.984752
AT1G22760	PAB3	0	0	0	0.081237	0	0
AT1G22767	AT1G22767	0	0	0	0	0	0
AT1G22770	GI	4.626444	0.626552	4.346119	8.518841	13.601902	7.272132
AT1G22780	RPS18A	475.328916	411.696805	520.698912	637.324641	453.79741	477.279091
AT1G22790	AT1G22790	27.502576	32.460635	26.355024	28.827194	22.130602	25.034314
AT1G22800	AT1G22800	15.451755	15.316138	21.017047	20.58282	18.525802	17.7321
AT1G22810	ERF019	0.09864	1.296241	0.365834	0.493513	0.38464	0.53606
AT1G22830	PCMP-E24	2.650441	2.848212	1.888923	3.242443	3.77602	3.229243
AT1G22840	CYTC-1	416.705505	392.193303	426.050766	602.441882	511.916112	578.80008
AT1G22850	AT1G22850	20.191159	20.787709	16.802004	14.329447	16.778501	17.560233
AT1G22860	AT1G22860	7.481574	5.799252	6.005422	7.406351	7.392483	5.982743
AT1G22870	AT1G22870	6.103373	5.341637	5.723267	4.780311	4.469483	4.433323
AT1G22880	CEL5	7.065272	6.390467	8.54584	6.619646	6.335761	4.735795
AT1G22882	AT1G22882	10.972977	10.942903	9.960043	12.393379	12.724573	14.683476
AT1G22885	AT1G22885	55.044016	64.539627	35.409016	86.154514	81.435944	73.354667
AT1G22890	AT1G22890	3.353663	1.901465	5.196565	0.597228	1.558054	0.574606
AT1G22900	DIR11	4.411925	3.724723	4.090926	1.440984	1.345	3.432782
AT1G22910	AT1G22910	41.892019	44.619167	38.181491	32.623349	33.621144	40.055209
AT1G22920	CSN5B	32.729213	30.603285	30.805321	36.99179	32.733035	34.860523
AT1G22930	AT1G22930	96.736495	106.486375	103.315655	63.844106	70.639807	67.030416
AT1G22940	TH1	7.288934	5.900109	8.021866	6.247101	5.729098	6.064589
AT1G22950	AT1G22950	6.371604	10.199607	7.499344	13.480513	11.924122	15.334706
AT1G22960	AT1G22960	4.60416	2.447937	3.50163	4.947293	3.556914	4.407531
AT1G22970	AT1G22970	14.351994	16.290939	16.904068	19.849321	17.728361	23.335579
AT1G22980	AT1G22980	4.05554	5.309344	5.175922	7.015243	2.948224	3.815622
AT1G22985	ERF069	11.841767	25.05651	17.996311	13.692057	9.661437	10.69636
AT1G22990	HIPP22	21.1658	19.870326	18.154284	6.720228	9.536026	11.840448
AT1G23000	AT1G23000	4.960611	2.615209	4.742414	2.977827	4.332931	1.993477
AT1G23010	LPR1	0.904549	3.002538	2.135802	4.9324	5.136392	6.832564
AT1G23020	FRO3	8.375407	11.231761	12.186895	52.41753	14.625015	31.648976
AT1G23030	PUB11	29.357237	27.825765	23.678848	27.959839	27.194292	30.687841
AT1G23037	AT1G23037	0	0	0	0	0	0
AT1G23040	AT1G23040	24.266745	38.41192	25.822759	28.362348	19.139312	31.255018
AT1G23050	AT1G23050	0	0.781916	0.193446	0.231169	0.371494	0
AT1G23052	AT1G23052	7.225937	9.07526	6.677675	5.215661	6.938993	3.045855
AT1G23060	AT1G23060	4.659694	4.511315	4.649792	4.08869	3.701927	4.515777
AT1G23070	AT1G23070	0	0	0	0	0	0.261726
AT1G23074	AT1G23074	0	0	0	0	0	0
AT1G23080	PIN7	15.549375	16.300258	15.881565	27.731155	20.339974	23.948132
AT1G23090	SULTR3	1.415035	2.898066	1.03386	1.751829	1.471717	2.207772
AT1G23100	AT1G23100	27.943189	21.935359	26.373803	68.348744	38.97281	42.491749
AT1G23110	AT1G23110	1.398912	0.699772	1.472883	0.30555	0.358214	0.92869
AT1G23120	AT1G23120	42.278915	42.699447	47.9179	13.224143	21.140454	25.119684
AT1G23130	AT1G23130	0	0.554313	0.078166	0	0	1.029975
AT1G23140	AT1G23140	24.277499	22.079764	19.624107	22.10363	22.037694	23.847231
AT1G23145	RALFL2	0	0	0	0	0	0
AT1G23147	RALFL3	0	0	0	0	0	0
AT1G23149	CPuORF29	39.383575	45.422345	48.782152	20.868974	32.74164	25.255026
AT1G23150	AT1G23150	39.094189	45.535151	48.974739	20.899114	33.080546	25.065796
AT1G23160	AT1G23160	2.652788	2.479345	3.738891	3.007058	1.611268	1.690445
AT1G23170	AT1G23170	13.107257	7.609198	10.077124	13.718668	10.097404	8.545432
AT1G23180	AT1G23180	4.588213	4.69208	4.394494	6.150824	5.43624	5.772944
AT1G23190	PGM3	86.684541	82.609996	82.87276	96.448738	77.991531	88.662078
AT1G23200	PME6	1.114397	1.308229	0.27975	1.18047	1.302449	0.932487
AT1G23201	AT1G23201	0	0	0	0	0	0
AT1G23205	AT1G23205	22.387979	22.991591	24.315837	40.172287	20.753587	34.761278
AT1G23210	AtGH9B6	0.445664	0.13315	0.446485	0.74314	0.677	0.893018
AT1G23220	AT1G23220	14.222592	17.386618	19.296766	30.270363	27.884083	25.918771
AT1G23230	MED23	7.788339	7.029076	7.842088	8.338646	9.654807	9.245354
AT1G23240	PXG7	0	0	0	0	0	0
AT1G23250	AT1G23250	0	0	0	0	0	0
AT1G23260	UEV1A	52.40094	65.620422	64.648728	52.790999	54.029153	55.625768
AT1G23270	AT1G23270	0	0	0	0	0	0
AT1G23280	AT1G23280	30.432788	31.075806	26.707524	53.115409	41.121107	47.11261
AT1G23290	RPL27AB	647.234898	619.720052	625.687992	1178.671667	790.666682	875.344339
AT1G23300	AT1G23300	0	0	0	0	0	0
AT1G23310	GGAT1	29.910077	41.718893	33.594867	29.539487	40.115626	43.673325
AT1G23320	TAR1	0	0	0	0	0	0
AT1G23330	AT1G23330	14.48346	17.610958	13.736805	25.201889	24.607115	29.569198
AT1G23340	AT1G23340	3.873071	10.438675	5.067223	7.691109	8.608662	7.923708
AT1G23350	AT1G23350	0	0.792775	0	0.131547	0.574894	0.758329
AT1G23360	MENG	4.974332	8.058636	3.783834	4.794673	4.651918	5.52379
AT1G23380	KNAT6	17.893842	16.788423	22.404066	15.553996	13.44892	14.96746
AT1G23390	AT1G23390	72.404555	74.75259	91.261519	15.647398	29.366759	25.016485
AT1G23400	CAF2	6.052296	5.988554	7.365418	6.630585	6.755695	6.269007
AT1G23410	RPS27AA	73.431966	66.126115	81.441227	188.758082	125.240554	152.923805
AT1G23420	YAB4	0	0	0	0	0	0
AT1G23440	AT1G23440	201.544197	248.165946	257.938811	154.917349	177.648605	177.29942
AT1G23450	AT1G23450	0.40282	0.358255	0.091991	1.033319	0.334488	0.180863
AT1G23460	AT1G23460	6.01184	7.96834	4.914249	5.215867	11.916009	5.381612
AT1G23465	AT1G23465	0.336032	1.054143	1.032509	2.587106	1.080061	1.572192
AT1G23470	AT1G23470	0.217059	0	0.517537	0.992936	0.680546	2.266112
AT1G23480	CSLA3	14.495398	17.235324	17.300091	16.36033	15.644734	18.402887
AT1G23490	ARF2-A	207.165359	209.706005	222.814756	266.28402	201.555346	255.376819
AT1G23500	AT1G23500	0	0	0	0	0	0
AT1G23510	AT1G23510	0	0	0	0	0.187702	0.08373
AT1G23520	AT1G23520	0.30364	0	0.434494	0.282117	0.127283	1.000494
AT1G23530	AT1G23530	10.445347	14.136111	16.671719	13.453896	14.593244	12.276677
AT1G23540	PERK12	1.380329	0.677269	0.36684	0.64145	0.734395	0.858021
AT1G23550	SRO2	1.068372	4.98666	0.64192	3.214642	3.946371	4.536081
AT1G23560	AT1G23560	9.637454	10.434949	9.995284	8.725816	12.001797	10.203209
AT1G23570	AT1G23570	0	0	0	0	0	0
AT1G23580	AT1G23580	0	0	0	0	0	0
AT1G23590	AT1G23590	0	0	0	0	0	0
AT1G23600	AT1G23600	0	0	0	0	0	0
AT1G23610	AT1G23610	0	0	0	0	0	0
AT1G23620	AT1G23620	0	0	0	0	0.051922	0
AT1G23640	AT1G23640	0	0	0	0	0	0
AT1G23650	AT1G23650	0	0	0	0	0	0
AT1G23660	AT1G23660	0	0	0	0	0	0
AT1G23670	AT1G23670	0	0	0	0	0	0
AT1G23680	AT1G23680	0	0	0	0	0	0
AT1G23690	AT1G23690	0	0	0	0	0	0
AT1G23700	AT1G23700	0	1.057422	0.120538	0	0.386534	0.456429
AT1G23710	AT1G23710	24.396461	35.981942	26.236279	16.711982	24.635533	21.936342
AT1G23720	AT1G23720	95.124665	78.03634	98.085326	75.458297	73.412801	79.509665
AT1G23724	AT1G23724	0	0	0	0	0	0
AT1G23730	BCA3	0.219884	0.658805	0.081568	0.537831	0.214901	0
AT1G23740	AT1G23740	4.605922	13.855229	7.067392	7.792457	7.262399	11.130923
AT1G23750	AT1G23750	36.309013	29.761101	37.929013	30.344766	19.048362	25.333559
AT1G23760	JP630	49.747938	33.805956	31.265642	9.139475	16.666977	12.762049
AT1G23770	AT1G23770	0	0	0	0	0	0
AT1G23780	SKIP22	27.92593	39.174319	34.748567	28.49605	30.097132	28.101643
AT1G23790	AT1G23790	3.197475	4.754607	5.02457	6.917504	6.352682	5.190385
AT1G23800	ALDH2B7	78.432852	71.983147	57.509677	33.219832	41.986339	40.834401
AT1G23810	AT1G23810	0	0	0	0	0	0
AT1G23820	SPDS1	123.783542	99.858755	104.809873	139.251969	121.700767	120.364326
AT1G23830	AT1G23830	4.510302	6.640925	6.793017	4.616395	3.674016	3.137895
AT1G23840	AT1G23840	1.578731	1.600153	1.927882	0	1.029382	0.119582
AT1G23850	AT1G23850	25.908821	24.124983	25.314635	15.395897	21.791044	16.836607
AT1G23860	RSZ21	24.718184	24.430811	22.936112	25.702171	20.408286	18.809085
AT1G23870	TPS9	114.65185	100.655207	121.583855	23.277075	43.852988	37.212204
AT1G23880	AT1G23880	1.866062	1.357194	1.668164	1.977196	2.043909	1.771212
AT1G23890	AT1G23890	7.478197	5.678979	9.572794	3.952035	5.517771	3.16795
AT1G23900	GAMMA-ADR	19.274668	15.412166	15.444275	16.619969	16.072894	16.849154
AT1G23910	AT1G23910	0	0	0	0	0	0
AT1G23920	AT1G23920	0	0	0	0	0	0
AT1G23930	AT1G23930	0	0	0	0	0	0
AT1G23935	AT1G23935	0	0	0	0	0	0
AT1G23940	AT1G23940	0	0.196783	0	0	0.02152	0
AT1G23950	AT1G23950	0.629672	1.38499	1.426376	1.017909	2.638196	1.51917
AT1G23960	AT1G23960	0	0	0	0.198651	0	0.236513
AT1G23965	AT1G23965	0	0.250799	0	0	0	0
AT1G23970	AT1G23970	5.649353	6.732565	9.234794	12.005775	8.200087	8.520098
AT1G23980	ATL47	5.289323	5.193852	1.770095	5.119167	4.850057	5.682631
AT1G23990	AT1G23990	0	0	0	0	0	0
AT1G24000	AT1G24000	0	0	0	0.21864	2.496047	0.784938
AT1G24010	AT1G24010	0	0	0	0.250663	0.437317	0.917636
AT1G24020	MLP423	3.313777	2.836978	1.229341	0.953023	1.77992	0.826377
AT1G24030	AT1G24030	5.502872	6.117698	8.117876	5.010328	8.10973	5.761546
AT1G24040	AT1G24040	7.387691	10.142754	9.501227	6.339798	9.334606	7.076236
AT1G24050	AT1G24050	137.221866	123.732527	130.342625	120.398807	123.794756	112.046736
AT1G24060	AT1G24060	0	0	0	0	0	0
AT1G24062	AT1G24062	0	0	0	0	0	0
