gene_id	gene_length
trnag-ccc_66	70
trnag-gcc_154	70
trnag-ccc_67	70
trnag-gcc_155	70
trnag-gcc_156	70
trnag-gcc_157	70
trnag-ccc_68	70
trnag-ccc_69	70
trnag-ccc_70	70
trnag-ccc_71	70
trnag-gcc_158	70
trnag-ccc_72	70
trnag-ccc_73	70
trnag-ccc_74	70
znf1113	476191
trnaf-gaa_97	72
trnai-aau_114	73
trnaq-cug_128	71
LOC110439530	993
trnas-uga_59	81
trnas-uga_60	81
trnah-gug_103	71
trnak-uuu_120	72
trnas-aga_127	81
trnah-gug_104	71
trnas-uga_61	81
trnas-aga_128	81
trnah-gug_105	71
trnak-uuu_121	72
trnas-aga_129	81
trnak-cuu_143	72
LOC100331219	7546
trnal-aag_101	81
trnal-uag_85	81
trnal-uag_86	81
trnal-aag_102	81
trnal-uag_87	81
trnal-aag_103	81
trnal-uag_88	81
trnat-cgu_26	73
trnat-agu_103	73
trnat-agu_104	73
trnar-ucu_55	88
trnat-ugu_71	73
trnat-cgu_27	73
LOC108183820	53376
trnat-agu_105	73
LOC101884353	777
LOC101884463	1805
trnae-uuc_62	71
trnay-gua_74	86
trnae-cuc_80	71
trnar-acg_58	72
LOC108183825	14575
LOC108183828	463
LOC101886407	12312
trnaf-gaa_98	72
trnai-aau_115	73
trnai-aau_116	73
trnaq-cug_129	71
trnai-aau_117	73
trnaq-cug_130	71
trnai-aau_118	73
trnaq-cug_131	71
trnai-aau_119	73
trnaq-cug_132	71
trnai-aau_120	73
trnaq-cug_133	71
trnai-aau_121	73
trnaq-cug_134	71
trnai-aau_122	73
trnaq-uug_9	71
trnak-uuu_122	72
trnas-aga_130	81
trnak-uuu_123	72
trnas-aga_131	81
trnah-gug_106	71
trnak-uuu_124	72
trnas-aga_132	81
trnak-uuu_125	72
trnas-aga_133	81
trnak-uuu_126	72
trnas-aga_134	81
trnak-uuu_127	72
trnas-uga_62	81
trnah-gug_107	71
trnak-uuu_128	72
trnas-aga_135	81
LOC110439525	4864
trnak-cuu_144	72
trnan-guu_178	73
trnan-auu_4	72
trnai-aau_123	73
trnaq-cug_135	71
trnaf-gaa_99	72
trnai-aau_124	73
trnaq-cug_136	71
trnaf-gaa_100	72
trnai-aau_125	73
trnaq-cug_137	71
trnas-aga_136	81
trnah-gug_108	71
trnas-aga_137	81
trnah-gug_109	71
trnak-uuu_129	72
trnav-cac_83	72
trnav-aac_91	72
trnav-cac_84	72
trnav-aac_92	72
trnav-cac_85	72
trnal-cag_135	82
trnav-aac_93	72
trnal-cag_136	82
trnav-cac_86	72
trnav-aac_94	72
trnav-cac_87	72
trnav-aac_95	72
trnal-cag_137	82
trnav-cac_88	72
trnav-aac_96	72
LOC100537873	35839
LOC100536900	7348
trnastop-uca_6	72
trnae-uuc_63	71
trnay-gua_75	86
trnae-cuc_81	71
trnae-uuc_64	71
trnay-gua_76	86
trnae-cuc_82	71
trnar-acg_59	72
trnae-uuc_65	71
trnay-gua_77	86
trnae-cuc_83	71
trnar-acg_60	72
trnae-uuc_66	71
trnay-gua_78	86
trnae-cuc_84	71
trnar-acg_61	72
LOC101884866	3039
trnah-gug_110	71
trnas-uga_63	81
trnal-uag_89	81
trnal-aag_104	81
trnal-uag_90	81
trnal-aag_105	81
trnal-aag_106	81
trnas-gcu_107	80
trnas-gcu_108	81
trnas-gcu_109	81
trnas-gcu_110	81
trnas-gcu_111	81
trnas-gcu_112	81
trnas-gcu_113	81
trnas-gcu_114	81
trnas-gcu_115	81
trnas-gcu_116	81
trnas-gcu_117	81
LOC100332070	1431
LOC108183829	8840
trnan-guu_179	73
trnar-ucg_33	72
trnar-ccg_27	72
trnal-aag_107	81
LOC101885037	10202
LOC110439541	16121
LOC108183827	23041
LOC110439546	1763
trnas-aga_138	81
LOC103910699	2435
LOC101885113	5068
trnav-cac_89	72
trnav-aac_97	72
trnas-aga_139	81
trnak-uuu_130	72
trnas-aga_140	81
LOC110439534	1132
trnaq-cug_138	70
trnai-aau_126	73
trnaf-gaa_101	72
trnaq-cug_139	71
trnai-aau_127	73
trnaf-gaa_102	72
trnai-aau_128	73
trnaf-gaa_103	72
trnaq-cug_140	71
trnai-aau_129	73
trnaf-gaa_104	72
trnaq-cug_141	71
trnai-aau_130	73
trnaf-gaa_105	72
trnaq-cug_142	71
trnai-aau_131	73
trnaf-gaa_106	72
trnaq-cug_143	71
trnai-aau_132	73
trnaf-gaa_107	72
trnaq-cug_144	71
trnai-aau_133	73
trnaf-gaa_108	72
trnae-uuc_67	71
trnam-cau_72	72
trnam-cau_73	72
trnav-aac_98	72
trnav-uac_38	72
trnal-cag_138	82
trnav-aac_99	72
trnav-uac_39	72
trnal-cag_139	82
trnav-aac_100	72
trnav-uac_40	72
trnal-uag_91	81
trnal-uag_92	81
trnas-gcu_118	81
trnas-gcu_119	81
trnas-gcu_120	81
trnas-gcu_121	81
trnai-gau_4	73
trnak-cuu_145	72
LOC103910701	159655
trnap-agg_88	71
trnap-cgg_33	71
trnar-ccg_28	72
LOC108183819	30250
LOC110439341	14363
trnaq-cug_145	71
trnaq-cug_146	71
trnai-aau_134	73
trnaq-cug_147	71
trnai-aau_135	73
trnaf-gaa_109	72
trnaq-uug_10	71
trnai-aau_136	73
trnaf-gaa_110	72
trnaq-cug_148	71
trnai-aau_137	73
trnaf-gaa_111	72
trnaq-cug_149	71
trnai-aau_138	73
trnaf-gaa_112	72
trnaq-cug_150	71
trnai-aau_139	73
trnaf-aaa_2	72
trnam-cau_74	72
trnam-cau_75	72
trnam-cau_76	72
trnam-cau_77	72
trnam-cau_78	72
trnai-aau_140	73
trnaq-cug_151	71
trnaf-gaa_113	72
trnai-aau_141	73
trnaq-cug_152	71
trnaf-gaa_114	72
trnai-aau_142	73
trnaq-cug_153	71
LOC100537530	9458
trnav-aac_101	72
trnav-uac_41	72
trnal-cag_140	82
trnav-aac_102	72
trnav-uac_42	72
trnal-cag_141	82
trnav-aac_103	72
trnav-uac_43	72
LOC101886888	4506
LOC108183315	2573
si:ch211-197e7.1	44043
LOC103910704	13735
LOC110439535	4467
trnar-ucu_56	88
trnat-agu_106	73
trnai-uau_3	88
zgc:173709	7429
LOC103910713	1267
LOC108183316	20580
LOC110439533	3493
LOC101885558	3235
trnat-ugu_72	73
trnat-agu_107	73
trnat-ugu_73	73
trnat-agu_108	73
trnat-ugu_74	73
trnar-ucu_57	88
trnat-agu_109	73
trnat-agu_110	73
trnat-ugu_75	73
trnat-agu_111	73
trnat-ugu_76	73
trnar-ucu_58	88
trnat-agu_112	73
trnar-ucu_59	88
trnat-agu_113	73
trnat-ugu_77	73
trnat-agu_114	73
trnat-ugu_78	73
trnar-ucu_60	88
trnat-agu_115	73
trnat-ugu_79	73
trnat-agu_116	73
trnat-ugu_80	73
trnar-ucu_61	88
trnat-agu_117	73
trnar-ucu_62	88
trnat-ugu_81	73
trnar-ucu_63	88
trnas-uga_64	81
trnah-gug_111	71
trnak-uuu_131	72
trnas-aga_141	81
trnak-uuu_132	72
trnas-aga_142	81
trnah-gug_112	71
trnak-uuu_133	72
trnas-uga_65	81
trnak-uuu_134	72
trnas-aga_143	81
trnag-gcc_159	70
LOC103910710	815
trnal-cag_142	82
trnav-cac_90	72
trnav-aac_104	72
trnal-cag_143	82
trnav-cac_91	72
trnav-aac_105	72
trnal-cag_144	82
trnav-cac_92	72
trnav-aac_106	72
trnal-cag_145	82
trnav-cac_93	72
trnav-aac_107	72
trnal-cag_146	82
trnav-cac_94	72
trnav-aac_108	72
trnal-cag_147	82
trnav-cac_95	72
trnav-aac_109	72
trnal-cag_148	82
trnav-cac_96	72
trnav-aac_110	72
trnal-cag_149	82
trnav-cac_97	72
trnav-aac_111	72
trnal-cag_150	82
trnav-cac_98	72
trnav-aac_112	72
trnal-cag_151	82
trnav-cac_99	72
trnav-aac_113	72
zgc:173619	309342
LOC103910708	2726
zgc:174704	844759
trnav-cac_100	72
trnal-cag_152	82
trnav-uac_44	72
LOC103910707	1314
LOC108183884	940
trnam-cau_79	72
trnal-cag_153	82
trnam-cau_80	72
trnal-cag_154	81
trnae-uuc_68	71
trnat-agu_118	73
trnat-ugu_82	73
trnat-agu_119	73
trnat-ugu_83	73
trnar-ucu_64	88
trnat-agu_120	73
trnat-ugu_84	73
trnas-aga_144	81
trnak-uuu_135	72
trnas-uga_66	81
trnak-uuu_136	72
trnas-uga_67	81
si:dkey-156k2.1	5482
LOC100537853	1152305
trnak-cuu_146	72
trnas-aga_145	81
trnak-uuu_137	72
trnah-gug_113	71
trnas-uga_68	81
trnak-uuu_138	72
trnah-gug_114	71
trnas-uga_69	81
trnak-uuu_139	72
trnah-gug_115	71
trnas-uga_70	81
trnah-gug_116	71
trnas-aga_146	81
trnak-uuu_140	72
trnaq-cug_154	71
trnai-aau_143	73
trnaf-gaa_115	72
trnaq-cug_155	70
trnai-aau_144	73
trnaq-cug_156	71
trnai-aau_145	73
trnat-agu_121	73
trnar-ucu_65	88
trnat-ugu_85	73
trnat-agu_122	73
trnar-ucu_66	88
trnat-ugu_86	73
trnat-agu_123	73
trnar-ucu_67	88
trnat-ugu_87	73
trnat-agu_124	73
trnat-agu_125	73
trnar-ucu_68	88
trnat-agu_126	73
trnat-agu_127	73
trnas-gcu_122	81
trnas-gcu_123	81
trnah-gug_117	71
trnak-uuu_141	72
trnas-uga_71	81
trnah-gug_118	71
trnas-aga_147	81
trnah-gug_119	71
trnas-aga_148	81
trnah-gug_120	71
trnak-uuu_142	72
trnas-uga_72	81
trnah-gug_121	71
trnas-aga_149	81
trnas-aga_150	81
trnah-gug_122	71
trnat-agu_128	73
trnak-cuu_147	72
trnak-cuu_148	72
trnar-ucg_34	72
trnaq-cug_157	72
trnal-aag_108	81
LOC101885870	3198
LOC108183898	1066
trnak-cuu_149	72
trnan-guu_180	73
trnak-cuu_150	72
LOC103910717	8677
trnas-cga_20	81
LOC103910731	1709
trnav-aac_114	72
trnav-cac_101	72
trnav-aac_115	72
trnav-cac_102	72
trnal-cag_155	82
trnal-aag_109	82
trnal-uag_93	81
trnal-aag_110	81
trnal-uag_94	81
trnal-aag_111	81
trnal-aag_112	81
LOC103910718	1932
si:dkey-48g21.7	1327
trnav-aac_116	72
trnav-aac_117	72
trnav-cac_103	72
trnal-cag_156	82
trnav-aac_118	72
trnav-cac_104	72
trnav-aac_119	71
trnav-cac_105	72
trnal-cag_157	82
trnal-cag_158	82
trnav-aac_120	72
trnav-cac_106	72
trnal-cag_159	82
LOC103910720	816
LOC110439527	2296
LOC103910719	991
trnak-uuu_143	72
trnas-aga_151	81
trnak-uuu_144	72
trnas-aga_152	81
trnah-gug_123	71
trnas-aga_153	81
trnah-gug_124	71
trnak-uuu_145	72
trnas-aga_154	81
trnar-ucg_35	72
trnae-uuc_69	71
trnay-gua_79	86
trnae-cuc_85	71
trnar-acg_62	73
LOC100537361	22245
trnal-uag_95	81
trnal-uag_96	81
trnal-aag_113	81
LOC100537400	28675
trnal-cag_160	82
trnav-cac_107	72
trnav-aac_121	72
trnal-cag_161	82
trnav-cac_108	72
trnav-cac_109	72
trnav-aac_122	72
trnar-ucu_69	88
trnat-agu_129	73
trnat-ugu_88	73
trnar-ucu_70	88
trnat-agu_130	73
trnat-ugu_89	73
trnar-ucu_71	88
trnat-agu_131	73
trnat-ugu_90	73
trnat-agu_132	73
trnat-ugu_91	73
trnar-ucu_72	88
trnat-agu_133	73
trnat-ugu_92	73
trnar-ucu_73	88
trnat-agu_134	73
trnat-ugu_93	73
trnat-agu_135	73
trnat-ugu_94	73
trnar-ucu_74	88
trnat-agu_136	73
trnat-ugu_95	73
LOC101883177	3742
LOC110439542	2033
LOC103910721	8729
si:dkey-82i20.1	18132
trnal-aag_114	81
LOC110439545	15212
trnas-acu_3	72
trnae-cuc_86	71
trnay-gua_80	86
trnae-uuc_70	71
trnay-gua_81	86
trnae-uuc_71	71
trnas-acu_4	72
trnae-cuc_87	71
trnay-gua_82	86
trnae-uuc_72	71
trnar-acg_63	72
trnar-ccg_29	72
LOC103910740	614
trnat-agu_137	73
trnav-aac_123	72
trnav-cac_110	72
trnal-cag_162	82
trnav-aac_124	72
trnav-cac_111	67
trnal-cag_163	82
trnav-aac_125	72
trnav-cac_112	72
trnav-aac_126	72
trnav-cac_113	72
trnal-cag_164	82
trnag-ccc_75	70
trnag-gcc_160	70
LOC108183877	14420
trnas-gcu_124	81
trnas-uga_73	81
trnav-cac_114	72
trnav-aac_127	72
LOC101884377	1965
LOC110439540	2224
LOC110439529	1481
si:dkey-165e24.1	32556
LOC100331054	3604
trnas-uga_74	81
trnas-aga_155	81
trnak-uuu_146	72
LOC101884638	1340
trnaq-cug_158	71
trnai-aau_146	73
trnaq-cug_159	71
trnai-aau_147	73
trnaf-gaa_116	72
trnaq-cug_160	71
trnai-aau_148	73
trnaf-aaa_3	72
LOC100331404	2142
LOC108183843	7257
trnav-aac_128	72
trnav-cac_115	72
trnal-cag_165	82
trnav-aac_129	72
trnal-cag_166	82
trnav-aac_130	72
trnav-cac_116	72
trnal-cag_167	82
trnav-aac_131	72
trnav-cac_117	72
trnal-cag_168	82
trnav-aac_132	72
trnav-cac_118	72
trnal-cag_169	82
trnav-aac_133	72
trnav-cac_119	72
trnal-cag_170	82
trnav-aac_134	72
trnav-cac_120	72
trnal-cag_171	82
trnav-aac_135	72
trnav-cac_121	72
trnal-cag_172	82
LOC103910744	2448
LOC108183851	1540
LOC100535857	1850
LOC110439532	8713
LOC100007972	11064
trnan-guu_181	73
trnas-gcu_125	81
trnas-gcu_126	81
trnas-acu_5	81
trnas-gcu_127	81
trnas-gcu_128	80
LOC101884080	4491
trnag-gcc_161	70
trnag-gcc_162	70
trnag-ccc_76	70
trnag-gcc_163	70
trnag-ccc_77	70
trnag-gcc_164	70
trnag-ccc_78	70
trnag-gcc_165	70
trnag-ccc_79	70
trnag-ccc_80	70
trnag-gcc_166	70
trnag-gcc_167	70
trnag-ccc_81	70
trnag-gcc_168	70
trnag-ccc_82	70
trnag-gcc_169	70
trnag-gcc_170	70
trnag-gcc_171	70
trnag-ccc_83	70
trnag-gcc_172	70
trnag-gcc_173	70
trnag-gcc_174	70
trnag-ccc_84	70
trnag-ucc_23	70
trnag-gcc_175	70
LOC108183844	18416
LOC110439544	1894
LOC103910742	3103
LOC103910741	1676
si:dkeyp-44b5.2	6086
LOC108183846	14811
LOC108183853	13269
znf1034	35393
trnar-ucg_36	72
LOC110439531	1657
trnal-cag_173	82
trnas-gcu_129	80
trnas-gcu_130	81
LOC101883862	30480
trnat-agu_138	73
trnar-ucu_75	88
trnat-agu_139	73
trnat-agu_140	73
trnat-ugu_96	73
trnar-ucu_76	88
trnat-agu_141	73
trnat-ugu_97	73
trnar-ucu_77	88
trnat-agu_142	73
trnat-agu_143	73
trnat-ugu_98	73
trnar-ucu_78	88
trnat-agu_144	73
trnat-ugu_99	73
trnar-ucu_79	88
trnat-agu_145	73
trnat-ugu_100	73
trnat-agu_146	73
trnat-agu_147	73
trnat-ugu_101	73
trnar-ucu_80	88
trnat-agu_148	73
trnat-ugu_102	73
trnav-cac_122	72
trnam-cau_81	72
trnal-cag_174	82
trnam-cau_82	72
trnal-cag_175	82
trnam-cau_83	72
trnal-cag_176	82
trnam-cau_84	72
trnam-cau_85	72
trnal-cag_177	82
trnam-cau_86	72
trnal-cag_178	82
trnav-cac_123	72
trnal-cag_179	82
trnam-cau_87	72
trnal-cag_180	81
trnam-cau_88	72
trnal-cag_181	82
trnam-cau_89	72
zgc:173705	10324
trnar-ucg_37	72
trnae-uuc_73	71
trnay-gua_83	86
trnae-cuc_88	71
trnar-acg_64	72
trnae-cuc_89	71
trnar-acg_65	72
LOC108183847	17550
LOC103910747	30204
LOC110439549	1294
trnar-acg_66	72
trnae-uuc_74	71
trnar-ucg_38	72
trnar-ccg_30	72
trnar-ucg_39	72
trnar-ccg_31	72
LOC110439548	2278
trnat-cgu_28	73
trnap-agg_89	71
trnap-agg_90	71
trnap-cgg_34	71
trnap-agg_91	71
trnap-cgg_35	71
trnap-agg_92	71
trnap-ugg_41	71
trnap-agg_93	71
trnap-ugg_42	71
trnap-ugg_43	71
LOC110439390	2106
trnal-uag_97	81
LOC108183855	4936
LOC101883615	2171
LOC103910749	6676
trnav-aac_136	72
trnav-cac_124	71
trnal-cag_182	82
trnav-aac_137	72
trnav-cac_125	72
trnal-cag_183	82
trnav-aac_138	72
trnav-cac_126	72
trnal-cag_184	82
trnav-aac_139	72
trnav-cac_127	72
trnal-cag_185	82
trnav-aac_140	72
trnav-cac_128	72
trnal-cag_186	82
LOC108183875	1163
zgc:174702	28691
trnam-cau_90	72
LOC110439391	1296
LOC101883542	14148
LOC108183848	2241
trnan-guu_182	73
trnak-cuu_151	72
trnan-guu_183	73
trnan-guu_184	73
trnak-cuu_152	72
LOC108183854	1083
LOC108183856	781
LOC110439547	382
LOC101883188	5657
LOC110439536	1423
si:dkey-4j21.1	1793
LOC101883131	4363
LOC108183878	920
LOC100329650	4800
trnas-aga_156	81
trnas-uga_75	81
trnav-cac_129	72
trnaf-aaa_4	72
trnal-cag_187	82
LOC108183870	17560
trnag-ccc_85	70
trnag-gcc_176	70
trnag-ccc_86	70
trnag-gcc_177	70
trnag-gcc_178	70
trnag-gcc_179	70
trnag-ccc_87	70
LOC110439526	2589
trnag-ccc_88	70
trnag-gcc_180	70
trnas-gga	81
trnah-gug_125	71
trnas-aga_157	81
trnak-cuu_153	72
trnan-guu_185	73
trnak-cuu_154	72
trnan-guu_186	73
trnak-cuu_155	72
trnak-cuu_156	72
trnan-guu_187	73
trnan-guu_188	73
trnak-cuu_157	72
trnak-cuu_158	72
trnan-guu_189	73
trnak-cuu_159	72
trnas-gcu_131	81
trnas-gcu_132	81
LOC108183319	712651
si:dkey-201g16.1	233994
trnak-cuu_160	72
trnan-guu_190	73
trnak-cuu_161	72
trnan-guu_191	73
trnak-cuu_162	72
trnan-guu_192	73
trnak-cuu_163	72
trnan-guu_193	73
trnak-cuu_164	72
trnan-guu_194	73
trnak-cuu_165	72
trnan-guu_195	73
trnak-cuu_166	72
trnan-guu_196	73
trnak-cuu_167	72
trnan-guu_197	73
trnak-cuu_168	72
trnan-guu_198	73
trnan-guu_199	73
trnan-guu_200	73
trnak-cuu_169	72
trnan-guu_201	73
trnak-cuu_170	72
trnan-guu_202	73
LOC101886609	1441
trnal-uag_98	81
trnam-cau_91	72
trnal-uag_99	81
trnam-cau_92	72
trnal-cag_188	82
trnam-cau_93	72
trnal-cag_189	82
trnam-cau_94	72
trnal-cag_190	82
trnal-cag_191	82
trnam-cau_95	72
trnal-cag_192	82
trnam-cau_96	72
trnam-cau_97	72
trnal-cag_193	82
trnal-cag_194	82
trnal-cag_195	82
trnam-cau_98	72
trnal-cag_196	82
trnal-cag_197	82
trnat-cgu_29	73
trnar-ucu_81	88
trnat-ugu_103	73
trnap-agg_94	71
trnap-cgg_36	71
trnap-cgg_37	71
trnat-ugu_104	73
trnat-agu_149	73
trnat-agu_150	73
trnar-ccg_32	72
trnar-ucg_40	72
trnar-acg_67	72
trnae-uuc_75	71
trnay-gua_84	86
trnae-cuc_90	71
trnar-acg_68	72
trnae-uuc_76	71
trnar-acg_69	72
LOC110439521	4862
LOC101886469	1399
trnaq-uug_11	71
LOC103910756	2376
trnap-ugg_44	71
trnap-agg_95	71
trnap-cgg_38	71
trnap-agg_96	71
trnap-agg_97	71
trnap-cgg_39	71
trnap-agg_98	71
trnal-cag_198	71
trnap-agg_99	71
trnat-agu_151	71
trnal-cag_199	71
trnap-agg_100	71
trnap-cgg_40	71
trnat-ugu_105	73
trnat-cgu_30	73
trnat-ugu_106	73
trnat-agu_152	73
LOC101887041	1024
trnar-ucg_41	72
trnar-ccg_33	72
LOC101882033	2165
trnan-guu_203	73
trnan-guu_204	73
trnak-cuu_171	72
trnak-cuu_172	72
trnan-guu_205	73
trnan-guu_206	73
trnak-cuu_173	72
trnan-guu_207	73
trnak-cuu_174	72
trnan-guu_208	73
trnak-cuu_175	72
trnan-guu_209	73
trnak-cuu_176	72
trnay-gua_85	73
trnak-cuu_177	72
trnan-guu_210	73
trnak-cuu_178	72
trnan-guu_211	73
trnan-guu_212	73
LOC110439392	9862
LOC110437839	5465
LOC110439528	20517
LOC100148474	6044
LOC110437813	2249
trnas-aga_158	81
trnah-gug_126	71
trnas-uga_76	81
trnak-uuu_147	72
trnah-gug_127	71
trnas-aga_159	81
trnak-uuu_148	72
trnas-aga_160	81
trnak-uuu_149	72
trnat-cgu_31	73
trnat-agu_153	73
trnat-ugu_107	73
trnal-aag_115	81
trnal-uag_100	82
trnal-aag_116	81
trnal-uaa_10	81
trnal-aag_117	81
trnal-uaa_11	81
trnar-ccg_34	72
trnar-ucg_42	72
trnan-auu_5	72
trnan-guu_213	73
trnak-cuu_179	72
LOC100332458	8523
LOC110439539	383
LOC110439538	371
trnag-gcc_181	70
trnag-gcc_182	70
trnag-gcc_183	70
trnag-gcc_184	70
trnag-ccc_89	70
trnag-gcc_185	70
trnag-gcc_186	70
trnag-gcc_187	70
LOC101882361	1472
trnak-cuu_180	72
trnak-cuu_181	72
trnak-cuu_182	72
trnak-cuu_183	72
trnak-cuu_184	72
trnak-cuu_185	72
trnan-guu_214	73
trnak-cuu_186	72
LOC110439543	446
LOC101882367	1313
si:ch211-249c2.1	1540
LOC103910760	1472
trnak-cuu_187	72
trnak-cuu_188	72
trnak-cuu_189	72
trnak-cuu_190	72
trnak-cuu_191	72
trnak-cuu_192	72
trnak-cuu_193	72
trnan-guu_215	73
trnak-cuu_194	72
trnan-guu_216	73
trnak-cuu_195	72
trnak-cuu_196	72
trnak-cuu_197	72
trnan-guu_217	73
trnak-cuu_198	72
trnan-guu_218	73
trnak-cuu_199	72
trnak-cuu_200	72
trnan-guu_219	73
trnak-cuu_201	72
trnak-cuu_202	72
trnan-guu_220	73
trnak-cuu_203	72
trnak-cuu_204	72
trnas-aga_161	81
trnak-uuu_150	72
trnah-gug_128	71
trnas-uga_77	80
trnai-uau_4	72
trnah-gug_129	71
trnas-aga_162	81
trnak-uuu_151	72
trnah-gug_130	71
trnas-aga_163	81
trnak-uuu_152	72
trnah-gug_131	71
trnas-uga_78	81
trnak-uuu_153	72
trnah-gug_132	71
trnas-aga_164	81
trnak-uuu_154	72
trnah-gug_133	71
trnas-aga_165	81
trnak-uuu_155	72
trnaf-aaa_5	81
trnak-uuu_156	72
trnar-ucu_82	88
trnai-aau_149	73
LOC101886494	2259
LOC110439537	1005
trnas-uga_79	81
LOC110437841	2118
LOC100537572	7446
LOC103910762	7499
LOC103910763	814
LOC108183452	1821
LOC101886363	3654
trnaa-ugc_3	73
trnar-ucu_83	88
trnat-ugu_108	73
trnat-agu_154	73
trnat-agu_155	73
trnat-agu_156	73
LOC108183450	21966
LOC108183447	10957
LOC108183320	4792
LOC100147926	7905
LOC108183449	7762
LOC100536750	2710
si:ch211-227e10.6	2393
LOC110439520	11691
LOC100536646	268333
LOC100537450	8406
LOC110439522	9269
trnas-aga_166	81
trnak-uuu_157	72
trnas-uga_80	81
trnak-uuu_158	72
trnas-aga_167	81
trnak-uuu_159	72
trnah-gug_134	71
trnas-aga_168	81
trnak-uuu_160	72
trnah-gug_135	71
trnas-aga_169	81
trnak-uuu_161	72
trnah-gug_136	71
trnas-aga_170	81
trnak-uuu_162	72
trnah-gug_137	71
trnas-aga_171	81
trnak-uuu_163	72
trnas-aga_172	81
trnak-uuu_164	72
trnah-gug_138	71
trnas-aga_173	81
trnak-uuu_165	72
trnah-gug_139	71
trnas-aga_174	81
trnak-uuu_166	72
trnah-gug_140	71
trnas-aga_175	81
trnak-uuu_167	72
trnah-gug_141	71
trnas-aga_176	81
trnak-uuu_168	72
trnah-gug_142	71
trnas-aga_177	81
trnak-uuu_169	72
trnah-gug_143	71
trnas-aga_178	81
trnak-uuu_170	72
trnah-gug_144	71
trnas-aga_179	81
trnah-gug_145	71
trnas-aga_180	81
trnah-gug_146	71
trnas-aga_181	81
trnak-uuu_171	72
trnak-uuu_172	72
trnah-gug_147	71
trnas-aga_182	81
trnah-gug_148	71
trnas-aga_183	81
trnak-uuu_173	72
trnah-gug_149	71
trnas-aga_184	81
trnak-uuu_174	72
trnah-gug_150	71
trnas-aga_185	81
trnap-agg_101	81
trnak-uuu_175	72
trnaq-cug_161	71
trnai-aau_150	73
trnaf-gaa_117	72
trnaq-cug_162	71
trnai-aau_151	73
trnaf-gaa_118	72
trnaq-cug_163	71
trnai-aau_152	73
trnaf-gaa_119	72
trnaq-cug_164	71
trnai-aau_153	73
trnaf-gaa_120	72
trnaq-cug_165	71
trnai-aau_154	73
trnaf-gaa_121	72
trnaq-cug_166	71
trnai-aau_155	73
trnaf-gaa_122	71
trnal-cag_200	82
trnai-uau_5	72
trnam-cau_99	72
LOC110439523	1918
trnav-uac_45	72
trnav-aac_141	72
trnal-cag_201	82
trnav-uac_46	72
trnav-aac_142	72
trnas-cga_21	81
LOC101886111	199640
trnas-gcu_133	81
trnas-gcu_134	81
trnas-gcu_135	81
trnas-gcu_136	81
trnas-acu_6	81
trnas-gcu_137	81
trnas-gcu_138	81
trnas-acu_7	81
trnas-gcu_139	81
trnas-acu_8	81
trnas-gcu_140	81
trnas-gcu_141	81
trnas-gcu_142	81
trnas-gcu_143	81
trnas-gcu_144	81
LOC108183448	2389
trnac-aca_1	72
trnae-cuc_91	71
trnay-gua_86	86
trnae-uuc_77	71
trnar-acg_70	72
trnae-cuc_92	71
trnay-gua_87	86
trnae-uuc_78	71
trnac-aca_2	72
trnae-cuc_93	71
trnay-gua_88	86
trnae-uuc_79	71
trnar-acg_71	72
trnae-cuc_94	71
trnay-gua_89	86
trnae-uuc_80	71
LOC101886168	10691
trnas-gcu_145	81
trnas-gcu_146	81
trnas-gcu_147	81
trnas-gcu_148	81
LOC103910768	1445
LOC110439524	2211
LOC108183454	5689
trnat-cgu_32	72
trnan-guu_221	73
trnan-guu_222	73
trnan-guu_223	73
trnak-cuu_205	72
trnan-guu_224	73
trnan-guu_225	73
LOC108183455	407
si:ch211-59m15.1	1482
LOC110439519	19610
trnal-uag_101	81
trnal-aag_118	81
trnas-aga_186	81
trnah-gug_151	71
trnas-aga_187	81
trnak-uuu_176	72
trnah-gug_152	71
trnas-aga_188	81
trnak-uuu_177	72
trnah-gug_153	71
trnas-aga_189	81
trnak-uuu_178	72
trnah-gug_154	71
trnas-aga_190	81
trnak-uuu_179	72
trnah-gug_155	71
trnas-aga_191	81
trnak-uuu_180	72
trnah-gug_156	71
trnas-aga_192	81
trnak-uuu_181	72
trnah-gug_157	71
trnas-aga_193	81
trnak-uuu_182	72
trnaq-uug_12	71
trnai-aau_156	73
LOC108183322	33947
LOC110439393	2713
znf569l	8567
trnat-ugu_109	73
trnar-ucu_84	88
trnan-auu_6	73
trnat-agu_157	73
trnat-ugu_110	73
trnai-aau_157	73
trnaq-uug_13	71
trnai-aau_158	73
trnaq-cug_167	71
trnaf-gaa_123	72
trnai-aau_159	73
trnaq-uug_14	71
LOC101886761	4358
LOC110439366	2710
trnak-uuu_183	72
trnas-aga_194	81
trnah-gug_158	71
trnak-uuu_184	72
trnas-aga_195	81
trnas-aga_196	81
trnah-gug_159	71
trnak-uuu_185	72
trnas-aga_197	81
trnam-cau_100	72
trnam-cau_101	72
trnag-ccc_90	70
trnag-ccc_91	70
trnag-ccc_92	70
trnag-gcc_188	70
trnag-gcc_189	70
trnag-ccc_93	70
trnav-cac_130	70
trnag-ccc_94	70
trnag-ccc_95	70
trnag-ccc_96	70
trnag-ccc_97	70
trnag-ccc_98	70
trnag-ccc_99	70
trnag-gcc_190	70
trnag-ccc_100	70
trnag-gcc_191	70
LOC103910817	2740
znf1078	6842
LOC110439367	4539
