gene_id	gene_name	SRR3655791	SRR3655792	SRR3655793	SRR3655794	SRR3655795	SRR3655796	SRR3655797	SRR3655798	SRR3655799	SRR3655800	SRR3655801	SRR3655802
LOC101886488	LOC101886488	0	0	0	0.085655	0	0	0.152431	0.152431	0.434271	0.513017	0	0.82376
LOC101886492	LOC101886492	0	0.462034	5.379321	1.752099	4.905574	4.005693	0	0	2.52902	3.390304	1.166897	1.811458
LOC101886493	LOC101886493	0	0	0	0.060809	0.382145	0.318167	0	0	0	0	0.827065	0.356476
LOC101886494	LOC101886494	0.247089	0	0.291708	0.259914	0.179085	0.200724	0.136751	0.136751	0.144814	0.310322	0	0.112802
LOC101886495	LOC101886495	0	0	0.702933	1.356159	0.76149	0.447933	0	0	0	0.067286	0.281476	0.16233
LOC101886500	LOC101886500	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886500_1	LOC101886500_1	0	0	0	0	0	0	0	0	0	0	0	0.009137
LOC101886501	LOC101886501	0	0	0	0.080024	1.186375	0.937602	4.821316	4.821316	1.146948	1.135483	0.144486	0.091833
LOC101886502	LOC101886502	0	0	0	0	0	0.019953	0	0	0	0	0	0.024233
LOC101886504	LOC101886504	0.347283	0.463487	0	0.258279	0.213687	0.322074	0.080606	0.080606	0.524403	0.518883	0.658488	0.47651
LOC101886505	LOC101886505	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886508	LOC101886508	0	0.111931	0	0.77284	0.46197	0	0	0	0	0.202942	0	0
LOC101886513	LOC101886513	0.406037	0.465263	0	0.190193	0	0	0	0	0	0	0	0
LOC101886518	LOC101886518	1.389329	0.854862	0.426535	0.494975	0.845622	0.922382	0.966231	0.966231	0.868175	1.278121	1.502003	0.997447
LOC101886519	LOC101886519	0	0.04821	0.105645	0.039416	0	0.014897	0.053971	0.053971	0	0.056876	0	0
LOC101886521	LOC101886521	0	0	0	0.17298	0.819334	0.815166	0	0	1.183857	0.800336	0	0.220936
LOC101886521_1	LOC101886521_1	0	0	0.160308	0.124452	0.592063	0.568899	0	0	0.725987	0.72002	0.068066	0.127949
LOC101886526	LOC101886526	0	0.026597	0	0	0	0	0.031281	0.031281	0	0.010124	0.061177	0
LOC101886526_1	LOC101886526_1	0	0	0	0.068092	0	0.055832	0	0	0	0	0	0.022468
LOC101886528	LOC101886528	0.309174	0.099201	0.529605	0.453465	0.312464	0	0	0	1.242027	0.711762	2.364136	1.722319
LOC101886530	LOC101886530	6.13761	4.108938	3.44655	5.362611	15.1099	14.448382	0	0	5.81191	3.488947	4.378516	1.996093
LOC101886535	LOC101886535	0.122693	0.029052	0.400009	0.199889	0.185315	0.394354	0	0	0.065028	0.280521	0	0.06374
LOC101886535_1	LOC101886535_1	0.137612	0.112079	0.05284	0.282056	0.509757	0.33298	0.412882	0.412882	0.324672	0.268268	0.231379	0.063232
LOC101886537	LOC101886537	0.650237	0.67281	0.561494	0.949946	0.523904	0.332265	2.078705	2.078705	31.918804	28.91692	13.093742	13.504878
LOC101886537_1	LOC101886537_1	0.4655	0.404775	1.81023	1.224581	0.34167	0.463797	2.3327	2.3327	35.727051	34.905438	13.95157	15.960701
LOC101886539	LOC101886539	1.295732	0.88942	0.81048	1.0246	0.538389	0.787816	1.551023	1.551023	3.127798	3.170164	1.464362	1.161453
LOC101886546	LOC101886546	0.592616	0.950278	0.990233	1.083357	0.661166	0.664176	2.112167	2.112167	3.408545	3.016113	2.145268	1.992194
LOC101886547	LOC101886547	0	0	0	0	0	0	0.069195	0.069195	0	0	0.060827	0.023196
LOC101886548	LOC101886548	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886549	LOC101886549	0	0	0.095297	0.017777	0	0.026876	0	0	0.044312	0.068406	0.042797	0.032641
LOC101886550	LOC101886550	0.065941	0	0	0	0.068094	0	0	0	0	0	0.074359	0
LOC101886550_1	LOC101886550_1	0	0	0	0	0.517363	0.241206	0	0	0	0	0	0
LOC101886554	LOC101886554	0.096002	0.091671	0.180794	0.404719	0.473124	0.30593	0.184725	0.184725	0.448362	0.367705	0.324773	0.51605
LOC101886557	LOC101886557	0	0.25533	0.092637	0.091702	0.332835	0.250169	0	0	0.438645	0.34611	0.308739	0.386376
LOC101886558	LOC101886558	0	0	0.403662	0	1.018894	0.545907	0.386526	0.386526	0.802005	0.592083	0	0.649087
LOC101886560	LOC101886560	4.513974	4.464391	1.390027	1.686331	2.908121	2.500431	2.555368	2.555369	2.662147	2.683012	1.951667	2.105484
LOC101886561	LOC101886561	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886565	LOC101886565	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886572	LOC101886572	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886574	LOC101886574	0.458312	0.237683	0	0.246783	0.299485	0.246403	1.179601	1.179601	0.416299	0.076673	0.428008	0.407115
LOC101886578	LOC101886578	0.056898	0.075406	0.116068	0.063282	0.20532	0.07103	0.418878	0.418878	0.072859	0.111883	0.079336	0.096176
LOC101886581	LOC101886581	0	0	0.038845	0.028986	0.027724	0.010955	0.158758	0.158758	0	0.055768	0.03489	0.053221
LOC101886593	LOC101886593	0	0	0.134345	0.050123	0	0	0.13576	0.13576	0	0.048218	0.069853	0.12364
LOC101886594	LOC101886594	0	4.31591	7.608815	9.12666	20.117597	14.787539	33.388226	33.388226	37.548219	20.617519	48.281904	35.104961
LOC101886597	LOC101886597	0	1.609579	7.359522	8.989548	0	0	1.970126	1.970126	0	0	0	0
LOC101886598	LOC101886598	0	0	0	0.257134	0	0	0	0	0.09192	0.1419	0.145636	0
LOC101886601	LOC101886601	0	0	0	0	0.017789	0	0.025467	0.025467	0.024437	0.00875	0	0
LOC101886604	LOC101886604	0	0.063072	0	0.208069	0	0	0.198269	0.198269	0	0	0.186209	0.071011
LOC101886607	LOC101886607	0.88745	0.623239	0.395888	0.398478	0.282548	0.710817	3.734938	3.734938	0.821432	1.325544	0.385864	0.780235
LOC101886608	LOC101886608	0.026995	0.061866	0	0.02529	0.024189	0.019117	0.277032	0.277032	0.126076	0.048657	0.213089	0.267002
LOC101886609	LOC101886609	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886616	LOC101886616	3.050564	3.13343	0.467785	0.292981	1.345487	1.373075	0	0	0.706313	0.527454	0.15708	0.032351
LOC101886621	LOC101886621	0	0.109684	0	0.043695	0	0.066059	0.059831	0.059831	0.035495	0	0	0
LOC101886624	LOC101886624	0.179098	0.273629	0	0.167784	0.481441	0.380487	0.459488	0.459488	0.418222	0	0.201961	0.077018
LOC101886628	LOC101886628	0	0	0	0.051518	0	0	0	0	0	0.04956	0	0
LOC101886630	LOC101886630	0	0	0	0	0	0	0	0	0	0.907675	0	0
LOC101886634	LOC101886634	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886638	LOC101886638	0	0	0	0	0	0	0	0	0.397792	0.153521	0	0
LOC101886642	LOC101886642	0.027069	0.065481	0.124611	0.135249	0.056596	0.03195	0.092597	0.092597	0.031605	0.061101	0.132274	0.073725
LOC101886644	LOC101886644	0	0	0	0	0	0	0	0	0	0	1.283185	0
LOC101886645	LOC101886645	2.134286	2.648332	11.911315	14.136165	8.700705	8.4088	0.760998	0.760998	1.943912	2.703284	4.111097	5.270862
LOC101886645_1	LOC101886645_1	0	0	0.282072	0.316083	0.780598	0.764279	0	0	0	0	0	0
LOC101886648	LOC101886648	0.183061	0.221417	0.114915	0.10004	0.218709	0.248468	2.700528	2.700528	0.712463	0.659913	0.756911	0.931546
LOC101886653	LOC101886653	0	0	0	0.040656	0.087957	0	0	0	0	0.039111	0	0
LOC101886654	LOC101886654	0.031718	0.012115	0	0.029715	0	0	0	0	0.037034	0.11434	0.071535	0.054559
LOC101886657	LOC101886657	0	0	0.146114	0.117317	0.49719	0.440065	0.179006	0.179006	0	0	0.25652	0.193451
LOC101886660	LOC101886660	1.126869	0.830082	1.010548	1.583525	0.82942	0.997497	2.168298	2.168298	2.443464	3.463766	1.906082	2.042198
LOC101886663	LOC101886663	0	0.007105	0	0.008713	0	0	0	0	0.021718	0	0	0
LOC101886664	LOC101886664	0	0.031087	0.510472	0.457349	0	0	0	0	0.189893	0.300227	0.276175	0.524545
LOC101886665	LOC101886665	0	0.053292	0	0	0.063845	0	7.067669	7.067669	17.270349	14.880752	0	2.009299
LOC101886665_1	LOC101886665_1	0.081655	0.094217	0.102516	0.095621	0	0.043368	14.280686	14.280686	27.476771	28.175668	7.59648	5.941722
LOC101886669	LOC101886669	0.069316	0	0.076674	0.080332	0.157391	0	0	0	0	0.036796	0.029554	0.09215
LOC101886672	LOC101886672	0	0	0	0	0	0	0.258406	0.258406	0	0	0	0
LOC101886679	LOC101886679	0.078156	0.030412	0	0	0	0.084294	0.218948	0.218948	0.138313	0.149009	0.205426	0.411308
LOC101886680	LOC101886680	0.137716	0.059397	0.148847	0	0	0.045985	0.131221	0.131221	0.357799	0.176275	0	0
LOC101886682	LOC101886682	0	0	0	0	0	0	2.990009	2.990009	0	0.052481	0	0
LOC101886684	LOC101886684	0.071532	0.084692	0.050612	0.036546	0	0.008976	0.032636	0.032636	0.06263	0.032528	0.154662	0.0557
LOC101886687	LOC101886687	0.979757	1.047377	1.253081	1.56224	2.044395	1.65662	2.848425	2.848425	1.800547	2.621115	1.463047	1.583577
LOC101886689	LOC101886689	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886691	LOC101886691	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886692	LOC101886692	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886695	LOC101886695	0.171261	0.1223	0.179638	0.235081	0.077068	0.066997	0.422822	0.422822	0.51038	0.372958	0.286103	0.255706
LOC101886697	LOC101886697	0	0	0	0.03673	0	0	0	0	0	0	0.088425	0
LOC101886700	LOC101886700	0	0.120865	0.067808	0.352128	0.181483	0.127018	0.212976	0.212976	0.168439	0.214038	0.555439	0.172369
LOC101886703	LOC101886703	0.064742	0.170847	0.118655	0	0	0	0	0	0.084646	0.059543	0	0
LOC101886704	LOC101886704	0	17.866903	0	7.411225	0	0	0	0	0	28.317306	34.76593	6.79995
LOC101886706	LOC101886706	0.025721	0	0	0	0	0	0.364744	0.364744	0	0.205824	0.877047	0.264378
LOC101886710	LOC101886710	0.104737	0.120206	0	0.049124	0	0	0.135587	0.135587	1.224419	0.662652	1.973503	1.120774
LOC101886711	LOC101886711	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886712	LOC101886712	1.037203	1.025385	0.973478	1.146014	0.716832	0.748844	1.415405	1.415405	1.421744	1.563855	1.946611	1.897814
LOC101886714	LOC101886714	0.081207	0	0	0	0	0.057507	0	0	0	0	0	0
LOC101886719	LOC101886719	0.956151	0.713022	1.886395	1.322298	0.897555	0.886682	0.292033	0.292033	0.90374	0.9848	1.180897	1.155207
LOC101886722	LOC101886722	0	0	0	0	0.094404	0	0	0	0	0.403378	0	0
LOC101886724	LOC101886724	0.232448	0.141764	0.034158	0.062401	0	0.010521	2.241771	2.241771	0.037993	0.075921	0	0.026902
LOC101886731	LOC101886731	0	0.301655	7.766257	6.845226	0	0.830936	15.438595	15.438595	4.536877	3.358455	3.850551	3.706189
LOC101886741	LOC101886741	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886742	LOC101886742	0	0	0	0	0.075005	0.041301	0	0	0	0	0	0.125305
LOC101886743	LOC101886743	0.435359	0.348412	0.4178	0.38358	0.269367	0.313581	1.675468	1.675468	0.855559	0.751547	0.93511	0.846978
LOC101886748	LOC101886748	0	0	0	7.729788	0	0	0	0	0	0	0	0
LOC101886751	LOC101886751	0.254856	0.251541	0.423889	0.380769	0.047279	0.287663	1.084051	1.084051	0.700986	0.816509	1.125654	1.228505
LOC101886754	LOC101886754	0	0	0	0	0.039116	0	0	0	0	0	0	0
LOC101886755	LOC101886755	0.015031	0	0.027554	0.074579	0.217777	0.139189	0.019661	0.019661	0.12168	0.070325	0.042842	0.050085
LOC101886756	LOC101886756	0	0	0.036377	0.095004	0	0	0.223007	0.223007	0	0.015161	0.098019	0.079869
LOC101886756_1	LOC101886756_1	0	0	0	0.011692	0	0	0	0	0	0.054424	0	0.145872
LOC101886760	LOC101886760	0	0.307998	0.931618	0.165182	0	0	0	0	0	0	0	0.314044
LOC101886761	LOC101886761	0	0	0	0	0	0	0	0	0	0.059376	0	0
LOC101886766	LOC101886766	1.254122	1.83779	3.942583	3.879975	0.830384	0.454715	22.995642	22.995642	6.08142	6.761273	11.86049	12.99813
LOC101886774	LOC101886774	7.555467	6.955632	10.604612	10.526525	6.492318	6.159864	23.310619	23.310619	24.971982	25.036618	24.030694	27.309023
LOC101886777	LOC101886777	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886778	LOC101886778	0	0	0	0	0.069256	0.063289	0.060546	0.060546	0.123552	0.199479	0.114001	0
LOC101886779	LOC101886779	1.905593	1.85498	0.355032	0.3177	0.883928	0.997762	0.918145	0.918145	0.596439	0.650961	1.958374	1.405371
LOC101886784	LOC101886784	0	0	0.103515	0.030702	0	0	0.012515	0.012515	0.010706	0	0.047814	0
LOC101886786	LOC101886786	20.591004	20.257908	18.801237	21.712719	11.182143	14.360681	18.409657	18.409657	26.227285	27.27314	20.405091	24.149416
LOC101886790	LOC101886790	30.907867	26.931416	35.050143	38.191806	45.367651	33.509925	9.70019	9.700191	19.140952	19.602441	17.23996	15.624168
LOC101886796	LOC101886796	0	0	0	0	1.389265	1.097948	7.60453	7.60453	2.768633	2.547982	2.159738	1.647231
LOC101886797	LOC101886797	0	0	0	0	0	0.109619	0	0	0	0	0	0
LOC101886800	LOC101886800	2.328235	2.486818	0.781384	1.153916	2.579267	3.040053	4.44418	4.44418	0.393272	0.070112	2.3225	0.635649
LOC101886801	LOC101886801	0	0	0.302548	0.225758	0	0	0	0	0	0.217176	0	0
LOC101886803	LOC101886803	0.022583	0	0.131845	0	0	0	0	0	0.026368	0	0	0
LOC101886807	LOC101886807	0.162439	0.180732	0	0	0.455489	0.088031	0	0	0	0.068401	0.465956	0.264918
LOC101886811	LOC101886811	15.19681	6.634868	0	1.595159	1.216465	1.37865	1.475521	1.475521	2.303224	0.827117	4.063938	0
LOC101886813	LOC101886813	0	0	0	0	0	0	0	0	0	0	0	0.514938
LOC101886820	LOC101886820	2.501313	1.952395	0	0.857495	0	0	2.743172	2.743172	1.826927	1.284268	0.146855	0.212039
LOC101886821	LOC101886821	0	0	0	0	0	0.039112	0.090985	0.090985	0	0	0	0.023277
LOC101886822	LOC101886822	0	0.170972	0	0.214073	0	0	1.654843	1.654843	0	0	0	0
LOC101886824	LOC101886824	13.053805	9.677118	19.134292	16.033487	9.144846	9.125836	3.13413	3.13413	8.022776	8.041564	5.034198	7.483811
LOC101886825	LOC101886825	0	0	0.992042	1.44742	0.218682	0.50584	1.551065	1.551065	0.470523	0.121046	0.851339	0.564438
LOC101886833	LOC101886833	0	0.120893	0.397839	0.049018	0.730737	0.315012	20.108523	20.108524	2.636793	1.720078	0.094262	0
LOC101886833_1	LOC101886833_1	0.434068	0.448936	0.385262	0.183916	0	0.413169	42.486364	42.486364	0	0.311549	0.536155	0.959982
LOC101886834	LOC101886834	0.172832	0.363077	0.940281	0.823063	0.051622	0.061196	8.01636	8.01636	6.221799	6.074203	2.501137	2.464831
LOC101886835	LOC101886835	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886835_1	LOC101886835_1	0	0	0	0	0	0.07016	0	0	0	0	0	0
LOC101886838	LOC101886838	1.989167	1.414871	0.233922	1.028692	0.340381	0.982709	0.498423	0.498423	3.452518	2.883612	2.27673	1.487694
LOC101886839	LOC101886839	0.180881	0.316279	2.245042	1.670462	0	0.023261	0	0	0.506405	0.447949	0.067593	0.127931
LOC101886840	LOC101886840	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886843	LOC101886843	0	0.306694	2.173308	1.734989	0.60023	0	2.912405	2.912405	0.250346	1.112826	0	1.977862
LOC101886849	LOC101886849	8.166819	4.102575	4.294669	5.539561	0	0	5.26209	5.26209	4.304267	0	0	0
LOC101886853	LOC101886853	0	0	0.058558	0	0	0	0	0	0	0	0	0
LOC101886860	LOC101886860	1.731923	1.989917	0.972378	0.769036	1.244112	1.142213	66.95738	66.95738	2.871962	2.124609	2.510065	2.275562
LOC101886861	LOC101886861	0	0	0	0	0	0	0	0	0	0	0.041447	0
LOC101886864	LOC101886864	0	0	0.05642	0.020954	0.080421	0.030301	1.137099	1.137099	0.268512	0.030968	0.117793	0.067809
LOC101886868	LOC101886868	0.257402	0.486785	0	0.416853	1.442977	0.313689	0.525841	0.525841	0.675847	0.441288	0.692931	0.967166
LOC101886872	LOC101886872	0.485912	0.741968	0.610056	0.935504	0.870802	0.603107	0	0	0	0	0	0
LOC101886875	LOC101886875	3.962768	2.488694	21.686182	22.740592	6.297183	5.389908	1.013006	1.013006	28.023269	28.082023	25.210944	28.595507
LOC101886876	LOC101886876	0	0.081743	0	0	0	0.113665	0.137266	0.137266	0.374815	0.144654	0.120666	0.092032
LOC101886880	LOC101886880	0	0	0.19817	0.059355	0	0.023952	0.245307	0.245307	0.739749	0.967093	0.711971	0.774656
LOC101886882	LOC101886882	0.062667	0.138203	0.444097	0.349928	0.233452	0.276064	0.382263	0.382263	0.245049	0.228564	0.416647	0.248129
LOC101886884	LOC101886884	2.155686	2.305449	1.028444	1.332876	3.167822	2.86993	3.871397	3.871397	1.610841	1.534767	2.625343	3.059144
LOC101886887	LOC101886887	0.342172	0.410219	0.795949	0.613443	0.414895	0.90115	2.09593	2.09593	8.075278	7.528701	7.997746	6.793094
LOC101886888	LOC101886888	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886891	LOC101886891	0	0	0.049062	0.018305	0	0	0.225579	0.225579	0.022813	0.026413	0	0.03361
LOC101886896	LOC101886896	0.134272	0.08733	11.911674	11.70912	0.547993	0.371455	0.020252	0.020252	0.170379	0.244447	0.047233	0.069281
LOC101886897	LOC101886897	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886900	LOC101886900	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886900_1	LOC101886900_1	0	0	1.594618	1.239002	1.448439	1.452614	3.125265	3.125265	7.920052	6.639018	6.088525	4.93469
LOC101886901	LOC101886901	0.02615	0.009988	0.098492	0.146987	0.210883	0.249993	0.402534	0.402534	0.580106	0.78948	0	0.033736
LOC101886905	LOC101886905	0	0	0	0	0	0.226437	0	0	0.419714	0.32778	0.342852	0.159572
LOC101886910	LOC101886910	0.228587	0.353215	1.161053	0.32486	0	0	0	0	11.668567	14.840394	1.558487	3.277383
LOC101886911	LOC101886911	0	4.480376	3.100444	3.169019	30.949225	25.727595	5.956939	5.956939	0	9.61885	6.436653	16.391792
LOC101886917	LOC101886917	0.183256	0.80618	0.208121	0.890181	0	0.068414	0.685136	0.685136	0.472916	0.769889	0.21346	0.59878
LOC101886918	LOC101886918	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886920	LOC101886920	0	0	0	0	0	0	0.150905	0.150905	0	0	0	0
LOC101886923	LOC101886923	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886924	LOC101886924	0	0	0	0	0	0	0	0	2.796792	2.202505	2.432349	3.058758
LOC101886926	LOC101886926	0	0	0	0	0	0	0	0	0.021	0	0	0
LOC101886928	LOC101886928	1.275192	0.887833	0	0.222394	0.442973	0.316878	0.811142	0.811142	1.077028	0.832668	0.829505	0.665583
LOC101886929	LOC101886929	2.655505	2.771422	0.751344	0.740831	0.46919	0.715123	2.229764	2.229764	1.921449	2.207801	0.506112	0.696135
LOC101886930	LOC101886930	0.070826	0	0	0	0	0	0	0	0	0	0	0
LOC101886933	LOC101886933	0.155187	0.237097	0.584504	0.726917	0.417165	0.109896	0.597214	0.597214	1.630739	1.818143	1.049985	1.468175
LOC101886939	LOC101886939	0	0	0	0	0	0	0	0	0	0	0	0.664872
LOC101886944	LOC101886944	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886945	LOC101886945	0.206718	0.219674	0	0	0.272206	0.228201	0.434202	0.434202	4.797854	4.539029	0.480115	0.495807
LOC101886946	LOC101886946	0.517856	0.4398	2.190906	1.664174	93.187553	84.659259	0.054474	0.054474	1.443676	1.476168	1.742317	2.307764
LOC101886950	LOC101886950	0	0.14602	0	0	0	0.033801	0	0	0.334376	0.146092	0	0.083873
LOC101886954	LOC101886954	0	0	0	0	0	0.152355	0	0	0	0	0	0
LOC101886963	LOC101886963	0	0.02002	0	0.024552	4.155755	2.401737	0.336186	0.336186	4.727116	4.75298	3.707939	3.821203
LOC101886966	LOC101886966	5.573636	8.641225	4.736343	5.615511	3.462793	3.697731	12.806744	12.806744	28.363133	36.916636	38.41634	37.609313
LOC101886967	LOC101886967	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886967_1	LOC101886967_1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886973	LOC101886973	9.08067	8.180204	2.581278	1.123571	2.609891	1.516632	1.758273	1.758273	3.600823	3.783014	2.704874	3.462904
LOC101886975	LOC101886975	0.090882	0.044631	0.228203	0.194609	0.069802	0.022985	0.083273	0.083273	2.48607	2.462972	0.512421	0.382721
LOC101886978	LOC101886978	6.792655	10.771056	7.235945	7.336048	10.513128	9.181854	13.20231	13.20231	14.127276	10.088711	15.319568	13.897152
LOC101886979	LOC101886979	0	0.032049	0.105346	0.176868	0.037593	0.02971	0.161455	0.161455	0.342895	0.245764	0.04731	0.072167
LOC101886985	LOC101886985	0	0	0	0	0	0.27948	0	0	0	0	0	0
LOC101886997	LOC101886997	0	0.445032	0	1.742246	0	0.450128	0	0	1.125537	0.646289	0.716375	0.091889
LOC101886997_2	LOC101886997_2	0.986864	0	0	0	0.344773	0	0	0	0	0	0	0
LOC101887000	LOC101887000	0.006249	0.004774	0.266763	0.23711	0.184791	0.159318	0.184381	0.184381	0.131339	0.137985	0.169131	0.201556
LOC101887001	LOC101887001	0	0	0	0	0	0	0	0	0	0	0	0
LOC101887002	LOC101887002	0	0	0	0	0	0	0	0	0	0	0	0
LOC101887003	LOC101887003	13.314715	15.250569	11.856307	10.660686	6.135494	6.31157	13.980442	13.980442	18.890473	22.103869	25.896298	28.213142
LOC101887004	LOC101887004	0	0	9.541754	9.743796	17.260806	17.140822	38.298374	38.298363	0	0	0	0
LOC101887009	LOC101887009	0	0	0	0	0	0	0	0	0	0	0	0
LOC101887011	LOC101887011	0.168413	0.225142	0.21144	0.197218	0.075453	0.26834	1.188208	1.188208	0.983179	1.290102	0.284868	0.50696
LOC101887017	LOC101887017	2.81494	2.898173	2.113119	2.380558	2.769724	2.722079	0.495219	0.495219	1.943415	1.923684	3.001689	2.491911
LOC101887019	LOC101887019	0.940002	0.907203	0.947672	1.365195	0.59636	0.515873	2.208452	2.208453	2.061253	1.73914	1.376469	0.744333
LOC101887022	LOC101887022	0	0	0	0	0	0	0.960234	0.960234	0	0	0	0.338842
LOC101887025	LOC101887025	0.09634	0.012266	0.080636	0.105297	0.028775	0.034112	0.082389	0.082389	0.037495	0.043412	0.144852	0.096669
LOC101887027	LOC101887027	0.673151	1.14594	0.676127	0.714758	0.482536	0.41313	1.000149	1.000149	1.467103	1.2133	0.556653	0.656191
LOC101887030	LOC101887030	1.624053	1.788831	0.952725	0.939455	1.170417	0.34928	4.240598	4.240598	3.470636	1.71417	3.173194	2.501228
LOC101887032	LOC101887032	0	0	0	0	0	0	0	0	0	0.053741	0	0
LOC101887033	LOC101887033	0	4.942194	2.320434	4.570915	9.163338	11.305847	13.23163	13.23163	4.825672	11.78936	5.429519	8.163133
LOC101887034	LOC101887034	0	2.785429	0	2.583294	1.237881	1.220928	2.977018	2.977018	2.70183	3.951354	0	0.884878
LOC101887034_2	LOC101887034_2	0.321854	0.756791	0.255142	0.303342	1.088178	0.720244	0.291643	0.291643	1.046234	1.338163	0.847321	0.628186
LOC101887036	LOC101887036	0.344676	0.191808	0.145719	0.264692	0.876469	0.560498	2.759431	2.759431	1.013584	1.044186	0.961384	1.410366
LOC101887041	LOC101887041	0	0	0	0	0	0	0	0	0	0	0.125791	0
LOC101887042	LOC101887042	0	0	0	0.056701	0	0	0	0	0	0	0	0
LOC101887043	LOC101887043	6.72795	9.409718	0	0	1.057599	0.858007	10.319808	10.319808	1.761903	4.813	4.957079	7.19355
LOC101887044	LOC101887044	0	0	0.157953	0.493592	0	0	0	0	0	0	0	0.06061
LOC101887046	LOC101887046	0.48144	0.429073	0.685033	0.420959	0.258836	0.261383	1.482204	1.482204	0.224848	0.462808	0.760059	0.593499
LOC101887048	LOC101887048	0	0.015633	0	0	0.037479	0	0.622814	0.622814	0.141161	0.112294	0	0.01888
LOC101887064	LOC101887064	2.789711	2.26428	0.87561	1.633426	1.249858	0.74083	4.025928	4.025928	4.885823	4.39974	1.179689	1.649538
LOC101887065	LOC101887065	0.081096	0	0.050908	0	0.036333	0.014357	0.156044	0.156044	0.047343	0.073085	0.137173	0.034874
LOC101887068	LOC101887068	0	0	0	0.038972	0	0	0	0	0	0	0	0
LOC101887070	LOC101887070	7.72213	6.394669	23.777658	5.459975	7.392406	11.68176	19.480652	19.480653	6.064717	4.636006	10.153657	11.098785
LOC101887079	LOC101887079	0	0.023955	0.213769	0.103248	0	0.134657	0.091698	0.091698	0.357508	0.333877	0	0
LOC101887081	LOC101887081	0.657912	0.793883	1.086841	0.973186	1.331113	0.772722	2.043273	2.043273	1.700052	2.073302	0.860007	0.655558
LOC101887092	LOC101887092	11.268356	13.660534	13.224608	13.884124	5.926496	9.280783	18.539971	18.539971	14.014773	15.34325	9.115776	10.428899
LOC101887095	LOC101887095	0	0	0	0.020769	0.07946	0.031399	0.455021	0.455021	0	0.01998	0	0.019067
LOC101887098	LOC101887098	0	0	0	0	0	0	0	0	0	0	0	0
LOC101887100	LOC101887100	0	0	0	0	0	0.002644	0	0	0	0	0	0.003211
LOC101887104	LOC101887104	0.283417	0.144337	0.177913	0.110634	0.04283	0.138174	0.363563	0.363563	0	0.021285	0.106532	0.081252
LOC101887106	LOC101887106	1.54383	0.180801	0.333376	0.319055	0	0	1.199994	1.199994	1.140939	1.105372	0	0
LOC101887108	LOC101887108	0	0	0.290557	0	0	0	0	0	0	0	0	0
LOC101887111	LOC101887111	0.058233	0.155697	0.292443	0.218218	0.104359	0.164952	0	0	0	0.02624	0.065667	0
LOC101887113	LOC101887113	11.132018	12.564179	3.762417	3.25182	7.009054	4.807551	16.585579	16.585579	5.708872	6.038097	11.992953	11.087753
LOC101887114	LOC101887114	0.073368	0.145654	0.092112	0.192869	0.262965	0.233802	0.188231	0.188231	0	0.033938	0	0.094652
LOC101887115	LOC101887115	0	0.030598	0	0	0	0	0	0	0.18707	0.072197	0	0
LOC101887118	LOC101887118	0.890751	0.998491	0	0.034237	0	0	1.060876	1.060876	0.830677	0.800942	0	0.021242
LOC101887121	LOC101887121	21.469063	17.337823	1.092445	1.051622	3.144688	3.22634	9.84081	9.84081	5.311761	3.112325	9.369168	6.608931
LOC101887122	LOC101887122	0.320698	0.501332	0.412692	0.334673	0.427413	0.400942	0.424558	0.424558	0.706584	0.795119	0.853675	1.011406
LOC101887126	LOC101887126	0.902573	0.839969	0.537618	0.926294	0.526946	0.376835	1.169783	1.169783	1.304571	1.301894	0.790443	0.671037
LOC101887131	LOC101887131	0	0	1.094474	0.575155	0	0.181004	0	0	0	0	0	0
LOC101887134	LOC101887134	0	0	0	0	0	0	0	0	0	0	0	0
LOC101887139	LOC101887139	0	0	1.377576	0.661912	1.144727	0	0	0	0	0	0	0
LOC101887144	LOC101887144	0.20549	0.025179	0	0	0	0	0.131861	0.131861	0	0.012993	0.065028	0
LOC101887148	LOC101887148	0	0	0	0.020006	0.019135	0.022684	0.027394	0.027394	0.024934	0.028868	0.048162	0.036733
