Geneid	gene_name	SRR950087	SRR950082	SRR950086	SRR950080	SRR950085	SRR950078	SRR950079	SRR950083	SRR950081	SRR950084
ENSG00000006071	ABCC8	3206	24	20	25	5451	29	6350	6649	7094	31
ENSG00000255035	SDHCP4	15	2	4	4	34	1	29	48	35	1
ENSG00000006611	USH1C	388	197	187	249	695	275	740	799	834	365
ENSG00000188162	OTOG	11	4	9	5	24	5	11	12	13	6
ENSG00000254586	RP11-358H18.3	0	0	0	0	0	0	0	0	0	0
ENSG00000255335	RP11-358H18.2	0	0	0	0	0	0	0	0	0	0
ENSG00000129152	MYOD1	3	7	3	6	3	4	3	7	1	0
ENSG00000129159	KCNC1	9046	38	28	50	12981	45	14770	16018	15732	54
ENSG00000129158	SERGEF	1297	639	834	1112	2058	1081	2301	2457	2445	1448
ENSG00000255448	RP1-59M18.2	0	0	0	0	0	0	0	0	0	0
ENSG00000129167	TPH1	58	33	48	45	59	64	68	78	87	66
ENSG00000166788	SAAL1	243	1325	1645	2038	431	2476	518	525	508	3136
ENSG00000255254	HIGD1AP5	0	0	0	0	2	0	0	0	0	0
ENSG00000166787	SAA3P	0	0	0	1	0	2	0	1	0	0
ENSG00000179826	MRGPRX3	1	581	674	926	2	876	0	1	1	1122
ENSG00000255470	RP11-113D6.6	0	2	2	8	0	5	0	1	0	10
ENSG00000254857	RP11-113D6.3	1	0	0	0	0	0	0	0	1	0
ENSG00000179817	MRGPRX4	0	8	11	19	0	8	0	0	0	31
ENSG00000221037	AC090099.1	0	0	0	0	0	0	0	0	0	0
ENSG00000224002	AC090099.2	0	0	0	0	0	0	0	0	0	0
ENSG00000255138	GLTPP1	0	0	0	0	0	0	0	0	0	0
ENSG00000254546	RP11-113D6.9	0	0	0	0	0	0	0	0	0	1
ENSG00000189332	RP11-113D6.10	0	0	1	1	0	2	0	0	0	0
ENSG00000148965	SAA4	0	8	6	6	1	10	0	1	3	8
ENSG00000255071	SAA2-SAA4	0	0	0	0	0	0	0	0	0	0
ENSG00000134339	SAA2	1	1	0	4	3	5	6	5	14	3
ENSG00000200336	RNA5SP333	0	0	0	0	0	0	0	0	0	0
ENSG00000212789	ST13P5	4	7	8	8	8	17	8	11	11	15
ENSG00000173432	SAA1	6	15	18	28	10	31	5	6	9	30
ENSG00000201695	RNA5SP334	0	0	0	0	0	0	0	0	0	0
ENSG00000110756	HPS5	773	1692	2053	2501	1135	3004	1328	1328	1343	3527
ENSG00000110768	GTF2H1	1483	2051	2388	2892	2138	3467	2595	2854	2643	4199
ENSG00000264603	MIR3159	0	0	0	0	1	0	0	0	0	0
ENSG00000134333	LDHA	11240	90753	104663	129537	16497	156359	18770	19998	19450	193344
ENSG00000256006	AC084117.3	8	35	42	38	7	63	8	6	7	68
ENSG00000166796	LDHC	8	43	35	47	17	66	6	8	10	76
ENSG00000256734	RP11-613F22.7	0	2	0	2	1	1	0	1	0	2
ENSG00000166800	LDHAL6A	48	12	10	15	93	26	128	97	110	31
ENSG00000074319	TSG101	1822	2801	3241	4106	2751	4827	3117	3451	3380	5867
ENSG00000256464	RP11-613F22.5	7	3	5	6	18	6	8	11	5	8
ENSG00000256588	RP11-613F22.8	5	9	4	7	11	8	6	16	6	11
ENSG00000256361	RP11-613F22.6	1	15	3	12	5	15	7	2	4	21
ENSG00000151116	UEVLD	768	775	1041	1174	1059	1475	1269	1220	1226	1636
ENSG00000256282	RP11-504G3.4	4	33	31	38	25	54	32	24	25	61
ENSG00000247595	SPTY2D1-AS1	25	63	60	87	40	93	42	47	60	133
ENSG00000179119	SPTY2D1	677	1389	1733	1986	983	2447	1138	1194	1185	2650
ENSG00000257043	RP11-137N23.1	6	3	4	3	7	6	3	8	10	3
ENSG00000151117	TMEM86A	240	136	149	192	340	192	443	402	459	207
ENSG00000179057	IGSF22	147	15	18	16	198	30	241	228	243	21
ENSG00000254966	RP11-1081L13.4	66	11	2	12	113	20	113	110	163	21
ENSG00000110786	PTPN5	4300	11	9	19	6413	16	7369	7499	7775	20
ENSG00000265940	AC103974.1	0	0	0	0	0	0	0	0	0	0
ENSG00000254529	RP11-583F24.7	0	0	0	0	0	0	0	0	0	0
ENSG00000255511	RP11-1081L13.3	0	0	0	0	0	0	0	0	0	0
ENSG00000254541	RP11-583F24.6	0	0	0	0	0	0	0	0	0	0
ENSG00000255536	RP11-583F24.5	0	0	0	0	0	0	0	1	0	0
ENSG00000170255	MRGPRX1	0	0	0	0	0	0	0	0	0	0
ENSG00000255244	RP11-583F24.8	0	0	0	0	0	0	0	1	0	0
ENSG00000254738	RP11-583F24.4	0	0	0	0	0	0	0	0	0	0
ENSG00000254720	RP11-583F24.3	0	0	0	0	0	0	0	0	0	0
ENSG00000255424	RP11-589F4.2	0	0	0	0	0	0	0	0	0	0
ENSG00000183695	MRGPRX2	0	1	0	0	0	0	0	0	0	0
ENSG00000177054	ZDHHC13	742	973	1130	1216	1007	1528	1233	1256	1229	1766
ENSG00000129170	CSRP3	2	0	2	1	3	1	3	3	2	3
ENSG00000255308	RP11-428C19.4	0	1	5	11	0	9	0	0	0	8
ENSG00000129173	E2F8	1	845	978	1144	2	1286	5	3	5	1490
ENSG00000254544	PCNAP4	0	0	0	0	1	0	0	0	0	0
ENSG00000255160	RP11-428C19.5	0	1	0	3	4	6	4	0	4	3
ENSG00000166833	NAV2	2173	2625	3594	4221	3572	4177	4205	4228	4291	4888
ENSG00000255270	NAV2-IT1	1	2	0	0	1	0	2	1	1	2
ENSG00000200687	RNA5SP335	0	0	0	0	0	0	0	0	0	4
ENSG00000255043	NAV2-AS5	0	0	3	2	2	10	0	0	2	5
ENSG00000254622	NAV2-AS4	4	4	3	2	3	9	9	0	1	10
ENSG00000265210	MIR4486	0	0	0	0	0	0	0	0	0	0
ENSG00000207407	SNORA1	0	0	0	0	0	0	0	0	0	0
ENSG00000270607	RP11-359E10.1	287	40	65	64	433	56	471	496	494	93
ENSG00000264309	MIR4694	0	0	0	1	2	0	0	1	1	0
ENSG00000254542	NAV2-AS3	0	1	1	2	2	0	5	2	3	2
ENSG00000254453	NAV2-AS2	2	3	0	5	2	0	2	7	2	0
ENSG00000254894	NAV2-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000109851	DBX1	0	0	5	5	0	0	0	1	0	3
ENSG00000109854	HTATIP2	689	1963	2352	2939	1021	3709	1101	1223	1141	4384
ENSG00000185238	PRMT3	594	1548	1988	2180	874	2708	1068	1100	1042	3264
ENSG00000255291	RP11-701I24.1	0	0	0	1	0	0	0	1	0	1
ENSG00000165970	SLC6A5	171	2	0	4	242	5	270	296	349	12
ENSG00000165973	NELL1	1067	1	3	1	1772	5	1913	2008	1943	4
ENSG00000254906	RP11-701I24.3	6	0	0	0	6	0	8	19	8	0
ENSG00000201059	RNA5SP336	0	0	0	0	0	0	0	0	0	0
ENSG00000254816	RP11-670N15.2	0	0	0	0	0	0	0	0	0	0
ENSG00000255167	RP11-670N15.1	1	0	0	0	0	0	0	0	0	0
ENSG00000225477	CTD-2302A16.2	0	0	0	0	0	0	0	0	0	0
ENSG00000252816	RNA5SP337	0	0	0	0	0	0	0	0	0	0
ENSG00000254820	CTD-2019O4.1	0	0	0	0	0	0	0	0	1	0
ENSG00000171714	ANO5	1318	247	345	316	1666	397	1922	2203	1974	464
ENSG00000255372	CTD-3064C13.1	0	6	4	10	1	6	4	3	5	5
ENSG00000254768	CTD-2140G10.2	6	12	23	15	10	29	14	6	15	30
ENSG00000091664	SLC17A6	800	0	0	0	1086	0	1193	1467	1248	0
ENSG00000254540	CTD-2140G10.4	0	0	0	0	0	0	1	1	0	0
ENSG00000255323	CTD-2140G10.1	0	0	0	0	0	0	0	0	0	0
ENSG00000255357	RP11-34N19.1	0	0	0	0	0	0	0	0	0	0
ENSG00000183161	FANCF	302	733	840	1025	493	1117	512	558	545	1393
ENSG00000229387	AC103801.2	0	0	0	0	0	0	0	0	0	0
ENSG00000148935	GAS2	142	263	292	337	220	418	242	253	263	434
ENSG00000222427	RNA5SP338	0	0	0	0	0	1	0	0	0	0
ENSG00000203507	AC103801.1	1	2	1	1	1	3	1	1	1	0
ENSG00000198168	SVIP	3107	1400	1843	1734	3636	2368	4401	4809	4325	2847
ENSG00000246225	RP11-17A1.3	7	7	4	10	9	5	15	18	15	9
ENSG00000255359	CCDC179	0	0	1	0	1	2	1	0	0	0
ENSG00000255418	RP11-266A24.1	10	5	7	5	20	3	24	25	16	4
ENSG00000271491	RP11-787P24.4	0	0	0	0	0	0	0	0	0	1
ENSG00000255293	RP11-787P24.1	1	1	0	0	0	0	0	0	1	0
ENSG00000254564	RP11-787P24.2	0	0	0	0	0	0	0	0	0	0
ENSG00000264478	AC100767.1	0	0	0	0	0	0	0	0	0	0
ENSG00000254465	PRKRIRP4	0	0	0	2	1	0	0	1	0	1
ENSG00000240881	RP11-713P14.1	0	0	0	0	0	0	1	0	0	0
ENSG00000255193	RP11-945A11.1	0	0	3	0	0	1	0	0	0	2
ENSG00000254861	RP11-945A11.2	0	0	0	0	0	0	0	0	0	0
ENSG00000252519	RNU6-783P	0	1	0	0	0	1	0	0	0	0
ENSG00000254594	RP11-2F20.1	0	0	0	0	0	0	0	0	0	0
ENSG00000207252	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000187398	LUZP2	689	107	165	169	960	199	1042	1236	1065	234
ENSG00000255489	CTC-830E23.1	0	0	0	0	0	0	0	1	1	0
ENSG00000255368	RP11-54J7.2	0	0	0	0	0	0	0	0	0	0
ENSG00000265837	AC015820.1	0	0	0	0	0	1	0	0	0	0
ENSG00000240298	RPL36AP40	1	1	3	6	2	11	3	1	1	11
ENSG00000255454	RP11-46P12.1	0	0	0	0	0	0	0	0	1	2
ENSG00000254456	RP11-405K6.1	0	1	0	6	0	2	1	3	0	10
ENSG00000254754	RP11-20J1.1	0	4	7	6	0	8	0	0	1	6
ENSG00000255086	RP11-336F14.1	1	2	2	2	0	2	1	0	0	0
ENSG00000255243	CTD-2507G9.1	1	0	0	0	2	0	0	0	1	0
ENSG00000134343	ANO3	1420	12	21	25	2027	20	2271	2481	2273	34
ENSG00000254819	RP11-430L3.1	0	0	0	0	1	0	0	0	0	0
ENSG00000255505	RP11-485O14.1	0	0	0	0	0	0	0	0	0	0
ENSG00000169550	MUC15	0	113	142	150	3	176	6	4	1	197
ENSG00000148942	SLC5A12	16	47	71	65	22	74	38	30	25	99
ENSG00000176971	FIBIN	584	26	39	28	813	37	922	1007	947	43
ENSG00000129151	BBOX1	505	1	1	1	738	8	798	906	799	7
ENSG00000254560	RP11-1L12.3	6	29	30	51	1	49	3	6	4	73
ENSG00000109881	CCDC34	398	955	1406	1372	378	1633	465	554	476	1940
ENSG00000205213	LGR4	1854	2324	3190	3367	2431	4250	2871	3131	2815	4738
ENSG00000254862	RP11-159H22.2	40	6	7	5	65	6	62	56	60	19
ENSG00000242527	RP11-159H22.1	7	2	1	1	4	1	11	9	10	1
ENSG00000148943	LIN7C	2671	1762	2447	2542	3950	3172	4416	4425	4377	3887
ENSG00000245573	BDNF-AS	325	42	27	56	441	69	523	520	545	76
ENSG00000212289	RNA5SP339	0	0	0	3	0	0	0	0	0	0
ENSG00000240036	RP11-587D21.1	0	4	7	12	3	6	2	4	1	11
ENSG00000254934	LINC00678	1	26	34	37	1	46	3	0	0	60
ENSG00000176697	BDNF	459	206	272	331	724	360	834	867	820	510
ENSG00000255496	RP11-587D21.4	2	0	0	0	7	2	6	5	4	0
ENSG00000177447	CBX3P1	0	0	2	1	0	1	0	0	0	1
ENSG00000224411	RP11-1033A18.1	37	78	92	103	52	95	72	80	65	126
ENSG00000255094	RP11-406D1.2	0	1	1	6	0	3	0	0	0	4
ENSG00000121621	KIF18A	11	1119	1375	1481	16	1942	16	24	17	2188
ENSG00000207874	MIR610	0	0	0	0	0	0	0	0	0	1
ENSG00000169519	METTL15	683	746	905	1012	973	1276	1054	1198	1112	1522
ENSG00000271332	RP11-797J4.1	1	3	2	5	1	3	2	3	5	6
ENSG00000222385	RN7SKP158	0	0	0	1	0	0	0	0	0	2
ENSG00000238149	AC104978.1	0	0	0	0	0	0	0	0	1	1
ENSG00000255322	RP11-22P4.1	7	14	13	11	8	28	6	5	6	26
ENSG00000254606	RP11-22P4.2	1	0	5	5	0	6	3	0	0	1
ENSG00000248990	RP11-960D24.1	0	2	0	1	0	0	0	0	0	0
ENSG00000249867	RP11-115J23.1	2	0	1	0	0	3	1	2	5	2
ENSG00000272882	OR2BH1P	0	0	0	0	0	0	0	0	0	0
ENSG00000254526	RP11-466I1.1	0	0	0	0	0	0	0	0	0	0
ENSG00000255450	CTD-2063L20.1	0	0	0	2	1	0	0	3	1	0
ENSG00000211499	AC110056.1	0	0	0	0	0	0	0	0	0	0
ENSG00000254530	RP11-460B17.3	3	0	1	0	1	0	0	0	0	0
ENSG00000255281	RP11-460B17.1	0	2	0	0	0	1	0	0	0	2
ENSG00000255227	RP11-460B17.2	0	2	4	7	2	7	1	2	2	12
ENSG00000255029	CTD-3012A18.1	1	3	2	6	0	12	0	0	0	11
ENSG00000255117	RP5-1027O15.1	0	2	0	1	0	0	0	0	0	0
ENSG00000255047	HNRNPRP2	0	0	0	0	0	0	0	0	1	0
ENSG00000254734	CTD-3138F19.1	0	1	0	1	0	0	0	0	0	0
ENSG00000243505	RN7SL240P	0	0	0	0	0	0	0	0	0	0
ENSG00000240554	RPL7AP58	0	0	1	1	0	0	0	0	0	1
ENSG00000261340	RP11-215H22.1	119	0	0	0	203	0	222	225	194	0
ENSG00000182255	KCNA4	284	0	0	2	418	0	494	484	501	1
ENSG00000254532	RP11-624D11.2	3	1	2	1	7	0	6	7	7	0
ENSG00000255288	RP4-562D20.2	0	0	0	0	0	0	0	0	0	0
ENSG00000131808	FSHB	0	0	0	0	2	0	2	3	2	0
ENSG00000152219	ARL14EP	1399	989	1266	1400	1974	1806	2245	2436	2261	2143
ENSG00000242353	RP4-710M3.1	12	0	1	4	11	0	25	14	17	2
ENSG00000066382	MPPED2	669	142	181	216	919	238	1073	1133	1096	262
ENSG00000255480	RP4-710M3.2	3	0	1	3	1	1	2	3	4	2
ENSG00000254489	RP5-1024C24.1	8	1	0	0	13	1	17	16	12	1
ENSG00000170959	DCDC1	30	11	8	18	52	11	51	54	58	22
ENSG00000251968	AL133376.1	0	0	0	0	0	1	0	0	0	0
ENSG00000221629	AL162614.1	0	0	0	0	1	0	0	0	0	0
ENSG00000255370	CYCSP25	0	0	0	0	0	0	0	0	0	0
ENSG00000255525	RP1-296L11.1	0	0	0	1	0	0	0	0	0	0
ENSG00000170946	DNAJC24	634	635	682	876	942	1016	1132	1222	1162	1170
ENSG00000148950	IMMP1L	478	565	630	806	685	977	809	883	762	1185
ENSG00000221338	AC108456.1	9	3	6	2	9	6	13	7	9	13
ENSG00000109911	ELP4	671	695	847	970	874	1115	1083	1170	1068	1317
ENSG00000228061	Z83001.1	33	2	1	6	33	5	30	29	43	5
ENSG00000203504	AC131571.2	3	5	1	13	15	12	21	18	25	10
ENSG00000203418	AC131571.1	0	0	0	0	0	0	0	0	0	0
ENSG00000007372	PAX6	4495	517	617	706	6556	796	7552	8137	7877	1072
ENSG00000272286	Z83307.3	0	0	0	0	0	0	0	0	0	0
ENSG00000049449	RCN1	1742	6566	8032	9074	2345	11446	2765	2830	2743	13385
ENSG00000254584	RP1-17K7.2	0	0	1	1	4	0	1	2	2	0
ENSG00000254836	RP1-17K7.3	0	0	0	0	0	0	0	0	0	0
ENSG00000254627	RP1-17K7.1	0	0	0	0	2	0	4	5	1	0
ENSG00000212551	U3	0	0	0	0	0	0	0	0	0	0
ENSG00000255490	EIF4A2P5	2	1	0	1	0	0	6	4	2	0
ENSG00000255252	RP1-65P5.3	0	0	0	0	0	0	0	0	0	0
ENSG00000227160	RP1-65P5.1	1	1	0	0	2	0	2	8	5	1
ENSG00000255375	RP1-65P5.5	2	4	3	1	0	4	0	0	3	6
ENSG00000184937	WT1	8	418	619	686	14	756	7	11	12	980
ENSG00000183242	WT1-AS	0	120	173	186	2	218	1	0	0	233
ENSG00000149100	EIF3M	2769	8089	9380	11343	4194	13520	4584	5143	4672	16577
ENSG00000270903	HNRNPA3P9	39	11	18	41	34	33	65	59	64	35
ENSG00000186714	CCDC73	30	12	12	20	36	30	37	45	42	30
ENSG00000244535	RP1-181J22.1	0	4	2	4	1	14	1	0	0	5
ENSG00000135378	PRRG4	47	431	580	582	57	809	69	82	66	862
ENSG00000060749	QSER1	1692	3612	5060	5017	2293	6284	2736	3010	2748	7045
ENSG00000200615	Y_RNA	0	1	0	0	0	0	0	0	0	0
ENSG00000121690	DEPDC7	96	365	433	502	122	603	145	132	137	803
ENSG00000176148	TCP11L1	1080	506	537	750	2007	841	2259	2379	2483	1041
ENSG00000213713	PIGCP1	591	203	242	326	1169	405	1227	1272	1322	444
ENSG00000176102	CSTF3	1360	2103	2424	2935	2100	3499	2294	2593	2361	4475
ENSG00000247151	CSTF3-AS1	5	14	21	40	4	37	4	13	11	43
ENSG00000206808	Y_RNA	0	1	1	2	0	7	0	0	0	7
ENSG00000241950	RPL29P23	0	0	0	0	0	0	0	0	0	0
ENSG00000200485	Y_RNA	0	0	0	0	0	2	2	0	0	1
ENSG00000241255	RP1-89D4.1	5	11	25	32	6	33	6	17	11	42
ENSG00000110422	HIPK3	4478	2201	3094	3204	5989	3964	6945	7245	7073	4463
ENSG00000223134	AL122015.1	0	0	0	0	0	0	0	0	0	0
ENSG00000254537	RP1-130L23.1	2	0	0	0	4	0	1	4	6	1
ENSG00000255207	RP1-305G21.1	0	0	0	1	2	1	1	2	1	1
ENSG00000110427	KIAA1549L	8442	572	854	936	11871	961	14132	14609	14567	1160
ENSG00000255202	RP4-541C22.5	4	0	6	6	9	5	14	3	18	11
ENSG00000205177	C11orf91	5	4	12	2	6	8	6	1	2	7
ENSG00000085063	CD59	9864	10107	11411	14829	15176	17829	17422	18599	18105	21443
ENSG00000110429	FBXO3	3266	1333	1833	2090	4602	2597	5367	5647	5338	2855
ENSG00000254508	RP11-646J21.5	1	0	0	0	0	0	1	1	3	1
ENSG00000255272	RP11-646J21.6	0	0	0	0	0	0	0	0	0	0
ENSG00000255161	RP11-646J21.7	0	0	0	0	0	0	0	0	0	0
ENSG00000255169	RP11-646J21.3	0	0	0	0	0	0	0	0	1	0
ENSG00000254619	RP11-646J21.4	0	0	0	0	0	0	1	0	0	0
ENSG00000255133	RP11-646J21.2	0	0	2	1	1	0	1	0	0	0
ENSG00000135363	LMO2	946	641	704	889	1412	1035	1601	1656	1594	1318
ENSG00000184566	AC132216.1	0	2	5	7	6	5	1	3	1	7
ENSG00000135387	CAPRIN1	8892	14339	18803	20589	11886	24649	13958	14908	14469	28216
ENSG00000135372	NAT10	1797	5079	5724	7595	3157	8079	3627	3667	3819	10006
ENSG00000166016	ABTB2	701	753	1076	1103	1038	1153	1255	1203	1348	1383
ENSG00000201867	Y_RNA	0	0	0	1	1	0	0	0	0	1
ENSG00000254708	RP1-145M24.1	1	5	4	5	2	7	5	1	0	18
ENSG00000220204	RP1-53C18.3	0	0	0	0	0	0	0	0	0	0
ENSG00000216708	CIR1P3	0	0	0	0	0	0	0	0	0	0
ENSG00000121691	CAT	1310	3353	3839	4839	2098	5489	2397	2669	2595	6582
ENSG00000135374	ELF5	1	17	22	35	1	31	3	5	0	32
ENSG00000264667	AL137224.1	0	0	0	0	0	0	0	0	0	0
ENSG00000255271	RP4-594L9.2	1	0	0	0	0	0	0	0	0	0
ENSG00000255427	RP11-350D17.2	0	0	0	0	0	0	0	0	0	0
ENSG00000135373	EHF	28	8	15	16	35	16	49	69	35	12
ENSG00000271369	RP11-350D17.3	0	4	2	5	2	5	0	1	0	3
ENSG00000270491	RP4-743O11.1	0	0	0	0	0	1	0	0	0	2
ENSG00000149089	APIP	678	1234	1443	1721	980	2156	1080	1217	1144	2651
ENSG00000110435	PDHX	2009	2022	2363	2851	2978	3402	3399	3888	3532	4158
ENSG00000251862	MIR1343	0	0	0	0	0	0	1	0	1	0
ENSG00000269766	AL356215.1	0	0	0	0	0	0	0	0	0	0
ENSG00000255521	RP4-607I7.1	14	33	29	44	24	29	27	22	27	70
ENSG00000026508	CD44	2812	21083	26261	30543	3980	37405	4627	4735	4700	43726
ENSG00000255443	RP1-68D18.4	1	18	30	24	3	22	8	10	1	36
ENSG00000251194	RP1-68D18.2	6	22	22	29	6	35	10	5	4	45
ENSG00000110436	SLC1A2	51609	810	1210	1167	66734	1536	77466	82687	79635	1606
ENSG00000255004	RP1-68D18.3	3	5	2	1	4	2	0	5	3	0
ENSG00000215380	AC090625.1	0	0	0	1	0	0	2	0	0	0
ENSG00000255542	RP4-683L5.1	3	1	0	0	11	0	8	11	12	0
ENSG00000149090	PAMR1	658	28	44	66	1038	78	1257	1283	1285	74
ENSG00000254669	RP5-945I17.2	1	0	0	0	1	0	1	0	1	0
ENSG00000179431	FJX1	638	378	659	563	640	613	730	780	750	759
ENSG00000254686	RP1-276E15.1	0	2	0	2	2	3	1	1	0	4
ENSG00000166326	TRIM44	3672	2092	3227	3165	4677	3497	5773	5751	5821	3852
ENSG00000261355	RP11-698N11.4	1181	257	298	371	1748	405	1965	2171	2112	495
ENSG00000186082	KRT18P14	1	1	0	0	1	0	4	1	1	0
ENSG00000266590	AC090692.1	0	0	0	0	0	0	0	0	0	0
ENSG00000254919	RP11-698N11.2	1	1	2	6	6	3	3	5	5	9
ENSG00000179241	LDLRAD3	1518	1024	1249	1488	2070	1780	2533	2507	2616	1934
ENSG00000254672	RP5-916O11.3	1	3	3	2	3	4	12	9	9	8
ENSG00000255256	RP5-916O11.2	2	1	2	1	0	7	3	4	1	0
ENSG00000241228	RP5-916O11.1	1	0	0	0	3	4	1	3	2	1
ENSG00000263389	MIR3973	1	2	0	0	1	0	0	2	0	2
ENSG00000196559	LINC00610	41	25	17	29	50	33	104	78	81	45
ENSG00000110442	COMMD9	1169	1211	1329	1836	1893	2059	2168	2392	2413	2530
ENSG00000135362	PRR5L	572	212	259	326	838	328	982	1053	1046	432
ENSG00000254566	RP11-514F3.4	1	0	1	0	6	0	8	9	6	0
ENSG00000255186	RP11-514F3.5	0	1	0	0	0	3	0	1	2	2
ENSG00000255060	RP11-219O3.2	0	1	0	0	0	0	2	0	0	0
ENSG00000175104	TRAF6	763	526	664	756	1111	953	1318	1354	1340	989
ENSG00000166349	RAG1	32	386	455	485	49	684	56	61	40	672
ENSG00000175097	RAG2	3	27	36	31	2	51	2	4	9	61
ENSG00000166352	C11orf74	381	310	375	407	581	553	693	731	605	699
ENSG00000254498	CTD-2119L1.1	0	0	0	0	1	0	1	1	4	0
ENSG00000251838	SNORA31	0	0	0	0	0	0	0	0	0	0
ENSG00000242834	RPL7AP56	0	0	0	0	0	0	0	0	1	0
ENSG00000254516	RP11-159D8.1	0	1	0	2	0	0	0	0	0	0
ENSG00000254784	RP11-436H16.1	0	0	0	0	0	0	0	0	0	0
ENSG00000255477	RP11-63D14.1	0	4	2	2	0	1	0	0	0	1
ENSG00000255175	RP11-277K23.1	0	2	0	0	0	0	0	0	0	0
ENSG00000254562	RP11-64I17.1	0	0	0	1	1	0	0	0	0	0
ENSG00000240975	RP11-313M3.1	0	2	11	12	2	14	1	0	2	26
ENSG00000201591	RNU6-99P	0	0	0	0	0	0	0	0	0	0
ENSG00000264020	AC027806.1	0	0	0	0	0	0	0	0	0	0
ENSG00000221804	AC021749.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270588	RP11-810F22.1	0	2	0	0	0	0	0	0	0	0
ENSG00000255347	RP11-40H19.1	0	0	1	0	0	1	0	0	0	2
ENSG00000148948	LRRC4C	1325	19	14	18	1927	31	2189	2384	2347	39
ENSG00000206806	Y_RNA	0	0	0	0	0	0	0	0	0	0
ENSG00000254579	RP11-407P18.1	1	0	0	0	2	0	0	0	1	0
ENSG00000266526	AC090720.1	0	0	0	0	0	0	1	0	0	0
ENSG00000221357	AC104387.1	0	0	0	0	0	0	0	0	0	0
ENSG00000252922	RNU6-365P	0	0	0	0	0	0	0	0	0	0
ENSG00000255132	RP11-63C8.1	0	0	0	1	1	0	0	0	3	0
ENSG00000255388	RP11-124G5.3	1	0	0	0	0	0	0	1	0	0
ENSG00000242729	RP11-124G5.1	0	0	0	0	1	0	1	0	0	2
ENSG00000255563	RP11-124G5.2	0	0	0	0	0	0	0	3	0	0
ENSG00000255171	RP11-375D13.2	0	0	0	0	0	1	1	0	0	0
ENSG00000254668	RP11-375D13.1	0	0	0	0	0	0	0	0	0	0
ENSG00000255279	RP11-375D13.4	0	0	0	0	0	0	0	0	0	0
ENSG00000254822	RP11-375D13.3	0	0	0	0	0	0	0	0	0	0
ENSG00000255300	RP11-148I19.1	1	0	0	0	0	0	0	0	0	0
ENSG00000255109	CTD-2572N17.1	0	0	0	0	0	0	0	0	0	0
ENSG00000254914	CTD-2537L20.1	0	0	0	0	0	0	0	0	0	0
ENSG00000271028	RP11-111A24.2	0	0	0	0	0	0	0	1	1	0
ENSG00000254725	RP11-111A24.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251557	HNRNPKP3	4	0	0	0	2	4	1	7	6	0
ENSG00000166181	API5	4976	6462	8227	8961	7171	11615	8457	8834	8313	13390
ENSG00000254907	RP11-484D2.2	7	4	8	5	13	10	11	17	13	9
ENSG00000252652	Y_RNA	3	1	2	1	3	2	5	8	5	4
ENSG00000052841	TTC17	2243	4454	5478	6397	3160	7891	3741	4095	3949	9027
ENSG00000255340	RP11-484D2.5	0	2	0	1	0	5	2	4	1	0
ENSG00000254577	RP11-484D2.4	13	17	19	35	20	38	20	33	19	34
ENSG00000252355	RN7SKP287	9	10	8	12	8	21	6	4	12	15
ENSG00000254463	RP11-484D2.3	8	3	2	13	12	11	18	5	10	12
ENSG00000213697	CTBP2P6	0	0	1	1	0	2	1	1	0	2
ENSG00000149084	HSD17B12	3416	3713	4705	4800	4729	6225	5483	5907	5450	7311
ENSG00000235661	MIR670HG	3	1	0	1	1	1	2	8	7	0
ENSG00000211568	MIR670	0	2	0	0	2	0	0	2	0	0
ENSG00000199077	MIR129-2	0	0	0	0	0	0	0	0	0	0
ENSG00000243721	RP11-472I20.1	0	6	3	3	2	8	2	2	1	11
ENSG00000254512	RP11-472I20.2	5	2	3	6	3	4	6	5	4	15
ENSG00000246250	RP11-613D13.5	90	37	26	35	122	34	158	156	136	42
ENSG00000166199	ALKBH3	569	757	851	1196	822	1424	901	934	933	1539
ENSG00000213693	SEC14L1P1	11	51	60	69	26	77	39	42	33	99
ENSG00000244926	ALKBH3-AS1	25	16	17	18	50	39	67	48	34	23
ENSG00000254409	RP11-613D13.4	16	8	7	14	34	12	26	28	48	19
ENSG00000187479	C11orf96	1117	63	193	74	580	54	692	688	644	98
ENSG00000244953	RP11-613D13.8	3	4	5	1	2	0	4	2	3	5
ENSG00000205126	ACCSL	2	1	2	3	7	1	3	2	6	1
ENSG00000110455	ACCS	191	854	911	1317	389	1337	430	452	481	1597
ENSG00000255165	CTD-2609K8.3	1	8	4	14	1	9	3	2	1	10
ENSG00000151348	EXT2	1685	4023	4678	6100	2526	7101	2958	3227	3184	8463
ENSG00000052850	ALX4	38	120	153	188	47	183	61	44	79	200
ENSG00000255451	RP11-58K22.1	1	0	0	2	1	2	2	2	3	0
ENSG00000255106	RP11-58K22.2	0	1	0	0	0	1	0	0	0	0
ENSG00000085117	CD82	1288	1139	1351	1665	2054	1343	2303	2485	2482	1888
ENSG00000254693	RP11-58K22.5	2	0	1	0	1	1	4	2	0	1
ENSG00000255092	RP11-58K22.4	1	3	1	8	2	7	1	7	6	3
ENSG00000244267	RPL34P22	0	0	1	1	0	0	3	3	1	1
